"pair","type","cosine_similarity","prompt_similarity"
"hospital-clinic","related",0.652891499513109,0.85
"phase-period","related",0.590363075952098,0.821
"record-exercise","unrelated",0.362204398614647,0.25
"garlic-onion","related",0.549319984495981,0.867
"increase-reduce","related",0.543786357047787,0.742
"sandwich-hamburger","related",0.525478797486773,0.875
"colleague-plausible","unrelated",0.247086978805311,0.1
"month-week","related",0.695033701978034,0.8
"conversation-discussion","related",0.737481629471192,0.872
"speech-sermon","related",0.472774808519504,0.742
"two-four","related",0.669028505666091,0.23
"trap-people","unrelated",0.293940159626851,0.245
"magnetic-order","unrelated",0.254960994978354,0.245
"hair-beard","related",0.480248141356423,0.842
"hold-appreciate","unrelated",0.329387564485173,0.215
"naval-towel","unrelated",0.218889969705801,0.05
"count-bullet","unrelated",0.421599661174186,0.245
"ritual-ceremony","related",0.519887172660486,0.872
"century-decade","related",0.679353086339358,0.905
"crew-instrument","unrelated",0.447121481213016,0.25
"wait-psychological","unrelated",0.130689136489935,0.12
"illusion-hallucination","related",0.482562264726662,0.762
"stand-sit","related",0.500158955253085,0.75
"stubborn-selfish","related",0.411777036224964,0.45
"administration-keep","unrelated",0.325766694125628,0.2
"drop-sip","related",0.322317737031043,0.564
"zombie-vampire","related",0.596377145433145,0.825
"orchestra-lizard","unrelated",0.202856425460231,0.01
"grave-accompany","unrelated",0.262169186903835,0.1
"capacity-pig","unrelated",0.23355003749644,0.05
"physics-mathematics","related",0.506196916036428,0.875
"form-sign","related",0.502810628337168,0.487
"now-fatal","unrelated",0.220842062437937,0.2
"future-past","related",0.571530870555553,0.85
"creation-defend","unrelated",0.290117620267865,0.2
"ready-prepare","related",0.664047800844049,0.75
"source-think","unrelated",0.341687103026111,0.2
"ming-ling","related",0.506645323958296,0.1
"trap-bait","related",0.485754177438391,0.874
"flatter-amount","unrelated",0.213367543185953,0.1
"cell-stop","unrelated",0.263629624659637,0.2
"strong-weak","related",0.688559844705815,0.746
"poor-rich","related",0.474805549601296,0.762
"view-work","unrelated",0.332502456969112,0.422
"garlic-closed","unrelated",0.147894856380043,0.1
"temple-monastery","related",0.551921936572556,0.878
"fake-false","related",0.580667128523188,0.812
"bind-tie","related",0.556814544077553,0.845
"place-location","related",0.717954252062275,0.91
"sum-amount","related",0.549003807694767,0.832
"groom-sentence","unrelated",0.210304389451366,0.095
"art-put","unrelated",0.399362208571707,0.123
"ready-different","unrelated",0.32733493051099,0.125
"amateur-professional","related",0.453450924106545,0.837
"unit-marriage","unrelated",0.300342628944882,0.105
"just-assistance","unrelated",0.317549542103212,0.223
"change-fourth","unrelated",0.24990409381396,0.25
"number-education","unrelated",0.197856451313249,0.654
"operational-functional","related",0.533165509548363,0.725
"nail-politics","unrelated",0.233026854091009,0.045
"manager-boss","related",0.635779903527434,0.875
"reading-writing","related",0.57072550603638,0.85
"snack-lunch","related",0.567518647590883,0.75
"chance-possibility","related",0.636610056195846,0.754
"resignation-refresh","unrelated",0.28895988381364,0.2
"fall-musician","unrelated",0.235666567435526,0.12
"already-still","related",0.441936555469712,0.512
"eliminate-remove","related",0.622298338588652,0.876
"matter-particle","related",0.617869102992198,0.878
"treasure-wealth","related",0.488232023306165,0.834
"gesture-act","related",0.500240281768442,0.754
"sofa-bright","unrelated",0.200818561548968,0.123
"alcohol-drug","related",0.394456368322462,0.762
"air-oxygen","related",0.338771266903627,0.923
"swallow-yesterday","unrelated",0.193939374582797,0.102
"washington-boston","related",0.410372344222995,0.654
"courage-determination","related",0.450309165815552,0.785
"body-financial","unrelated",0.327314496880697,0.125
"oven-stove","related",0.50922204859031,0.873
"sober-wide","unrelated",0.245019091715466,0.05
"kiss-fraud","unrelated",0.229322931990311,0.1
"liquid-apartment","unrelated",0.223942044845224,0.125
"hanging-entrepreneur","unrelated",0.150800431267327,0.078
"ming-knee","unrelated",0.182250001033354,0.1
"hearing-trial","related",0.355501405039167,0.674
"double-unique","unrelated",0.437545356196976,0.215
"finger-thumb","related",0.68961096086736,0.85
"injustice-unfair","related",0.588478452396063,0.876
"monkey-period","unrelated",0.240209531460655,0.05
"key-destruction","unrelated",0.203931178282146,0.148
"screen-monitor","related",0.603344761571054,0.875
"brown-blue","related",0.539738384291319,0.786
"network-fight","unrelated",0.305303866067828,0.2
"cement-world","unrelated",0.222056927748993,0.215
"nasty-filthy","related",0.623541149441686,0.87
"refugee-fugitive","related",0.547577038582587,0.678
"artifact-medallion","related",0.284738715942535,0.612
"scare-frighten","related",0.76353263274141,0.855
"illegal-legal","related",0.672149879048684,0.86
"war-find","unrelated",0.265692040857066,0.12
"butterfly-bird","related",0.490882402610613,0.487
"alive-dead","related",0.566539334307986,0.75
"healthy-normal","related",0.510672701355669,0.75
"farmer-worker","related",0.445928250404464,0.762
"arena-teach","unrelated",0.256750309444584,0.229
"coffin-human","unrelated",0.168324996806974,0.76
"surgeon-rich","unrelated",0.183412277970973,0.15
"inspire-speed","unrelated",0.180864677846695,0.223
"suddenly-boston","unrelated",0.223037489031989,0.01
"candidate-voter","related",0.413092853168925,0.873
"dude-bro","related",0.484148467279675,0.872
"torment-important","unrelated",0.164051102794179,0.1
"examination-beard","unrelated",0.243928597564672,0.05
"wound-injury","related",0.572103829516641,0.85
"success-station","unrelated",0.277335201992106,0.123
"patient-client","related",0.629296424770532,0.743
"source-informant","related",0.314236903045297,0.605
"mafia-egg","unrelated",0.179751681789265,0.045
"respect-confidence","related",0.519903642590392,0.724
"delicate-sensitive","related",0.627478779420157,0.754
"job-work","related",0.676982215678672,0.85
"never-arrest","unrelated",0.212143863429327,0.045
"throat-neck","related",0.55207403418602,0.872
"true-real","related",0.556684256497991,0.872
"magic-wizard","related",0.635170223543885,0.891
"sweet-cute","related",0.458941722759604,0.675
"accidentally-return","unrelated",0.237297014782914,0.245
"nightmare-dream","related",0.485813876170969,0.785
"enthusiasm-passion","related",0.604637523692303,0.85
"size-unknown","unrelated",0.298183535425023,0.12
"conclusion-gratitude","unrelated",0.344042269466635,0.215
"submarine-boat","related",0.48915252819234,0.786
"anonymous-cancer","unrelated",0.198810263255079,0.12
"call-telephone","related",0.546244195167179,0.872
"apple-naked","unrelated",0.208432498498895,0.02
"profit-income","related",0.689294623649055,0.845
"shoulder-knee","related",0.471781761750624,0.657
"feed-yellow","unrelated",0.244257214098722,0.112
"contain-president","unrelated",0.21252886251303,0.217
"doubt-quarter","unrelated",0.324090222815041,0.128
"chicken-advise","unrelated",0.204030756763183,0.086
"read-office","unrelated",0.243219087562602,0.215
"horror-fear","related",0.500132849693076,0.865
"number-address","related",0.42137071560328,0.321
"chemical-abdominal","unrelated",0.198291336696332,0.21
"bonus-reward","related",0.65338314543991,0.825
"goose-heavily","unrelated",0.266898410399918,0
"cook-chef","related",0.551286905247972,0.875
"contamination-investor","unrelated",0.18538633785453,0.12
"paper-pen","related",0.493901522582337,0.876
"soup-salad","related",0.436490697611564,0.751
"death-problem","unrelated",0.335228839734926,0.277
"singer-lieutenant","unrelated",0.243889067273607,0.1
"population-robbery","unrelated",0.236405279819266,0.215
"reading-spectacular","unrelated",0.251351880405872,0.1
"killer-district","unrelated",0.232072029207144,0.15
"learn-surname","unrelated",0.277253373452852,0.102
"chemistry-request","unrelated",0.311406008768768,0.095
"mud-sand","related",0.468662176952291,0.756
"picture-photo","related",0.788103678754494,0.9
"bind-usual","unrelated",0.252844578863491,0.085
"late-wolf","unrelated",0.207965200930779,0.05
"spinal-impress","unrelated",0.186042426323725,0.1
"pacific-constitution","unrelated",0.191189982207948,0.145
"legion-army","related",0.40659150175758,0.872
"decent-honest","related",0.454781139209994,0.762
"christmas-holiday","related",0.49189533933793,0.823
"stay-remain","related",0.699719296754549,0.825
"lasagna-spaghetti","related",0.562176915477184,0.875
"buy-sell","related",0.669505352803801,0.875
"button-disease","unrelated",0.273479511951076,0.05
"refuge-shelter","related",0.685457689371019,0.921
"engineer-architect","related",0.556544661805163,0.754
"grandfather-grandmother","related",0.84478008791575,1
"today-yesterday","related",0.572883083893444,0.875
"preserve-maintain","related",0.588473199283497,0.62
"combination-mixture","related",0.522048433486593,0.872
"fate-bacon","unrelated",0.226615483134224,0.1
"milk-juice","related",0.438647001889454,0.789
"freely-there","unrelated",0.340527086690355,0.05
"roman-reasonable","unrelated",0.284704190254838,0.1
"population-people","related",0.620827847997673,0.85
"commercial-intuition","unrelated",0.120977171193725,0.245
"jealous-angry","related",0.548888736637242,0.812
"final-talent","unrelated",0.30774509400648,0.25
"comment-statement","related",0.377881194982937,0.756
"playboy-magazine","related",0.414064878263067,0.742
"groom-bride","related",0.554702083374424,0.98
"banking-medallion","unrelated",0.144577679330491,0.15
"potato-tomato","related",0.497048446658711,0.756
"brutal-armor","unrelated",0.297060107089252,0.325
"potential-talent","related",0.494228595249882,0.756
"listen-hear","related",0.687608814536353,0.869
"commander-captain","related",0.618130929710319,0.872
"aids-hiv","related",0.692435342427872,0.875
"campaign-cognac","unrelated",0.233487871273959,0.034
"silk-cowboy","unrelated",NA,0.112
"thousand-perfect","unrelated",0.263514014658212,0.121
"person-fog","unrelated",0.290418678591917,0.142
"anatomy-psychology","related",0.408785278237729,0.457
"fate-destiny","related",0.682142661584873,0.875
"open-team","unrelated",0.267372822242741,0.321
"suck-satellite","unrelated",0.247205314784179,0.02
"radio-television","related",0.472208092392393,0.875
"permission-approval","related",0.626027207191601,0.872
"purpose-winter","unrelated",0.262984168046125,0.12
"secondary-primary","related",0.674490341733632,0.75
"baby-inspiration","unrelated",0.217128494412087,0.2
"squirrel-book","unrelated",0.213524329624599,0.115
"success-failure","related",0.597541882986478,0.812
"civil-nephew","unrelated",0.239738901018553,0.1
"series-lake","unrelated",0.304791265510345,0.105
"bush-tree","related",0.325340263732788,0.754
"grandson-nephew","related",0.650868092589807,0.657
"heavy-heavily","related",0.663943042419807,0.2
"gas-physical","unrelated",0.350286644342403,0.2
"describe-lick","unrelated",0.378807524897238,0.1
"meaning-chocolate","unrelated",0.21386745569052,0.123
"sky-funny","unrelated",0.21194513902052,0.135
"sugar-chocolate","related",0.485572192110848,0.85
"sad-transmitter","unrelated",0.150509252402256,0.045
"rodeo-cowboy","related",0.505343392190878,0.912
"oven-player","unrelated",0.379558482392562,0.12
"grandson-bus","unrelated",0.244039892379968,0.1
"shine-bright","related",0.712581688610408,0.75
"teenage-excited","unrelated",0.293482147743104,0.212
"allow-hell","unrelated",0.357775016382917,0.1
"needle-creativity","unrelated",0.193949999647438,0.045
"symptom-syndrome","related",0.592558403920857,0.812
"nerve-muscle","related",0.408573053459946,0.823
"fashionable-elegant","related",0.52896827510976,0.785
"tear-truck","unrelated",0.277498794923723,0.075
"scratch-bruise","related",0.423871825937523,0.742
"anchor-america","unrelated",0.274390107400943,0.1
"mercenary-assassin","related",0.387871274187703,0.883
"album-song","related",0.522494915291349,0.873
"college-university","related",0.581186747952621,0.95
"commission-committee","related",0.64505316683013,0.854
"screen-early","unrelated",0.23445697042683,0.112
"experiment-pathetic","unrelated",0.183797985694072,0.101
"result-stove","unrelated",0.241462790038277,0.1
"suffering-engine","unrelated",0.21417781334466,0.045
"distance-press","unrelated",0.248772083340532,0.215
"picnic-camping","related",0.472357919686948,0.785
"positive-galaxy","unrelated",0.209925460629886,0.124
"down-game","unrelated",0.353253198802764,0.245
"daddy-production","unrelated",0.219272453235158,0.102
"eternal-forever","related",0.68562488382278,0.867
"horn-whistle","related",0.318178942887633,0.812
"first-last","related",0.579450165578592,0.657
"victim-attacker","related",0.478429967108302,0.875
"apple-fruit","related",0.528145009133852,0.9
"paper-danger","unrelated",0.234047571022263,0.15
"see-epidemic","unrelated",0.256623857312015,0.12
"wait-expect","related",0.434182923296558,0.651
"dictionary-phrase","related",0.510690614094049,0.765
"nap-sabotage","unrelated",0.216785092503321,0.05
"wine-champagne","related",0.518087072946302,0.9
"security-simple","unrelated",0.39353697070376,0.221
"romeo-content","unrelated",0.160640136329556,0.1
"brain-cerebral","related",0.52405811643504,0.85
"complaint-accusation","related",0.576319559975446,0.754
"internet-challenge","unrelated",0.226050286351317,0.673
"gunpowder-fugitive","unrelated",0.180676225305223,0.145
"arrival-gorilla","unrelated",0.150295584042011,0.045
"hit-strike","related",0.523717274032408,0.823
"hot-procedure","unrelated",0.226040466934966,0.215
"decent-device","unrelated",0.347060285998557,0.215
"actually-secure","unrelated",0.279796888856951,0.25
"federal-state","related",0.392442751783909,0.812
"jungle-injury","unrelated",0.218142362719483,0.205
"shirt-jacket","related",0.599730860950369,0.845
"espionage-sabotage","related",0.420667070037587,0.754
"platform-station","related",0.484153068107201,0.873
"text-stupidity","unrelated",0.171830152943433,0.102
"sergeant-lieutenant","related",0.590380455891173,0.8
"ash-greet","unrelated",0.228513956799598,0.045
"swear-oath","related",0.490971463015934,0.834
"dictionary-sick","unrelated",0.253839054060102,0.201
"squirrel-raccoon","related",0.570796016322736,0.487
"witty-funny","related",0.662768394381597,0.85
"club-classic","unrelated",0.441478650598975,0.312
"satisfied-timer","unrelated",0.236377310662285,0.1
"lightning-provide","unrelated",0.30965471353952,0.1
"research-study","related",0.533461005527051,0.859
"naval-fleet","related",0.41828792641929,0.85
"college-suitcase","unrelated",0.241406074270527,0.205
"league-salad","unrelated",0.256053711131929,0.105
"floor-greek","unrelated",0.230682751310311,0.134
"matter-negative","unrelated",0.242255963880274,0.212
"hot-cold","related",0.554417271766957,0.879
"lord-lady","related",0.434764035852233,0.85
"irony-constantly","unrelated",0.216381283564903,0.05
"punish-arrest","related",0.456763341682889,0.749
"firmly-strongly","related",0.654182596605163,0.762
"arena-battlefield","related",0.413186613269426,0.823
"civil-military","related",0.450713166443491,0.742
"waiter-passion","unrelated",0.233080231619407,0.12
"county-necklace","unrelated",0.168839407554068,0.086
"bear-depression","unrelated",0.165705629018597,0.15
"mental-bar","unrelated",0.356193944132686,0.135
"bravo-alpha","related",0.247324870568819,0.215
"name-title","related",0.671686354885282,0.754
"society-chair","unrelated",0.23530838920961,0.205
"lemonade-soda","related",0.498715249483011,0.783
"alert-wash","unrelated",0.340696929023729,0.12
"shield-armor","related",0.59946410066751,0.873
"smile-laugh","related",0.587938203782809,0.895
"obstacle-uniform","unrelated",0.277205781660392,0.125
"drop-teacher","unrelated",0.236039775133779,0.215
"forget-syringe","unrelated",0.201701373301011,0.1
"library-museum","related",0.410216810208246,0.675
"potential-arm","unrelated",0.423235427578065,0.12
"drive-ride","related",0.631873321318079,0.754
"million-duck","unrelated",0.252289048963512,0.045
"league-team","related",0.462592650634833,0.874
"whiskey-jump","unrelated",0.190539318418684,0.05
"cavalry-accent","unrelated",0.239643993483089,0.045
"champion-four","unrelated",0.205216360541547,0.05
"teenage-teenager","related",0.888337716603661,0.9
"coach-player","related",0.455240583260639,0.875
"special-unique","related",0.583635743919207,0.785
"status-filthy","unrelated",0.189131517796457,0.2
"beast-nose","unrelated",0.280105538839484,0.1
"say-guitar","unrelated",0.283005052019602,0.245
"court-judge","related",0.477817279885616,0.86
"turn-rotate","related",0.74805408652127,0.775
"ketchup-party","unrelated",0.268557026075246,0.307
"kilo-intimate","unrelated",0.22263823771427,0
"examine-investigate","related",0.656036658692971,0.879
"evidence-door","unrelated",0.27335386559406,0.05
"lesbian-location","unrelated",0.236102814473991,0.205
"cash-money","related",0.623879411181118,1
"evolution-cousin","unrelated",0.214295714952544,0.234
"fragment-piece","related",0.439680564720958,0.732
"bridge-intentionally","unrelated",0.289626334584013,0
"look-likely","unrelated",0.391964589796929,0.2
"shooter-duty","unrelated",0.234151919039677,0.245
"natural-group","unrelated",0.223823936943799,0.321
"patience-compassion","related",0.53900023698186,0.756
"tattoo-scar","related",0.383729863404428,0.726
"kidnap-abduct","related",0.718455587904369,0.925
"offer-accident","unrelated",0.3109219190951,0.12
"burst-explode","related",0.763711777944522,0.875
"taste-smell","related",0.662936255044098,0.845
"brown-rope","unrelated",0.208732700730791,0.25
"offer-give","related",0.644926236038655,0.8
"contract-ask","unrelated",0.373721514970975,0.2
"opening-statue","unrelated",0.162953845596986,0.142
"envelope-hammer","unrelated",0.3016783771669,0.112
"tower-accept","unrelated",0.266685824922016,0.1
"enable-exaggerate","unrelated",0.30700122853545,0.215
"cow-pig","related",0.414018725952288,0.847
"here-there","related",0.708707388907282,0.65
"protest-survive","unrelated",0.249358369218793,0.345
"talk-speak","related",0.62852323775754,0.9
"table-chair","related",0.544085514753747,0.901
"flu-election","unrelated",0.303499827969401,0.102
"delicate-architect","unrelated",0.302294189316863,0.205
"sofa-bed","related",0.463630009877852,0.85
"single-married","related",0.510942967235513,0.721
"slowly-state","unrelated",0.225411734164774,0.2
"flatter-impress","related",0.44297681058844,0.657
"current-electricity","related",0.333990701472538,0.912
"jurisdiction-authority","related",0.492574797935886,0.785
"corner-maintenance","unrelated",0.286175484887065,0.12
"shot-quickly","unrelated",0.341601227454993,0.111
"kidnap-mistake","unrelated",0.287509680083066,0.197
"kilometer-honor","unrelated",0.212781479019391,0.01
"briefcase-suitcase","related",0.630000401255165,0.875
"scary-inform","unrelated",0.214578570564406,0.12
"heavy-vaccine","unrelated",0.156744272444894,0.112
"butterfly-political","unrelated",0.285037215664617,0.05
"technology-cruel","unrelated",0.195990998905232,0.045
"kidney-bye","unrelated",0.22831604976285,0
"nobel-tissue","unrelated",0.200799828658915,0.045
"finance-invest","related",0.537274632300423,0.842
"clean-erection","unrelated",0.215272591556732,0.1
"idea-mirror","unrelated",0.254659394967219,0.215
"melt-fence","unrelated",0.215344023833786,0.1
"incident-accident","related",0.590395208468349,0.847
"yoga-tunnel","unrelated",0.207454201016015,0.045
"spider-dispute","unrelated",0.193447832696781,0.005
"concept-definition","related",0.724106530381174,0.842
"proud-heroin","unrelated",0.17214028527016,0.034
"drama-thick","unrelated",0.294460042208639,0.135
"drink-ling","unrelated",0.394396126480366,0.125
"maybe-probably","related",0.780987983607904,0.75
"hello-car","unrelated",0.354322059918865,0.112
"pacific-atlantic","related",0.581989160052385,0.85
"bowl-plate","related",0.407859046208959,0.85
"stamp-clinic","unrelated",0.238593447855327,0.12
"myth-legend","related",0.389860453303329,0.845
"play-game","related",0.620152822404509,0.897
"charm-sun","unrelated",0.268792300785656,0.115
"soup-entrance","unrelated",0.265642939455338,0.1
"name-functional","unrelated",0.352184534743904,0.2
"deadly-religion","unrelated",0.195412770149413,0.215
"palace-castle","related",0.482322083352419,0.842
"shooter-sniper","related",0.60549800309438,0.872
"eye-reply","unrelated",0.282978354453299,0.15
"melt-freeze","related",0.420427206205539,0.832
"ritual-mum","unrelated",0.25667146102589,0.21
"catholic-suggest","unrelated",0.180360648278965,0.045
"picture-hydrogen","unrelated",0.259926894437944,0.045
"noise-chef","unrelated",0.206108638666697,0.25
"monument-bathroom","unrelated",0.251075875970499,0.058
"admire-appreciate","related",0.658271110830806,0.812
"weight-height","related",0.528215790255105,0.832
"trigger-activate","related",0.597658883342217,0.783
"submarine-doctor","unrelated",0.217551475262279,0.05
"section-paragraph","related",0.607304181474663,0.867
"reception-party","related",0.381914381810086,0.752
"author-actor","related",0.561216155047633,0.654
"artist-strike","unrelated",0.337036379229209,0.125
"technology-science","related",0.572525467844101,0.842
"compassionate-generous","related",0.526644308708462,0.754
"demand-lion","unrelated",0.290464793946033,0.045
"guarantee-headquarters","unrelated",0.255809760236941,0.245
"recognize-eventually","unrelated",0.218547521805226,0.1
"trigger-option","unrelated",0.444374552308841,0.312
"arrange-program","unrelated",0.368819571227027,0.564
"nanny-importance","unrelated",0.162601594163996,0.125
"nice-lovely","related",0.470498490716869,0.823
"code-password","related",0.434873068968263,0.874
"pulse-fly","unrelated",0.319283228295882,0.125
"hope-faith","related",0.416164662374005,0.754
"cell-prison","related",0.286686910583987,0.872
"soul-complete","unrelated",0.241504045184789,0.2
"waste-spend","related",0.431960219273556,0.62
"probability-likely","related",0.638706552499502,0.752
"insult-offend","related",0.613086346351601,0.754
"officially-ventilation","unrelated",0.151999415939187,0.15
"rule-protocol","related",0.588981343924314,0.752
"personal-thirst","unrelated",0.193236029151351,0.221
"road-highway","related",0.540551212962569,0.859
"chicken-turkey","related",0.488062166635204,0.861
"expert-specialist","related",0.612348887612891,0.872
"enemy-opponent","related",0.597705343045146,0.841
"embassy-harmony","unrelated",0.224332776595815,0.112
"impressive-amazing","related",0.610220388967795,0.865
"manager-free","unrelated",0.265383859364992,0.21
"combat-attract","unrelated",0.246032666527436,0.1
"southern-bride","unrelated",0.258012154305966,0.125
"polite-friendly","related",0.484930869043744,0.756
"apply-cemetery","unrelated",0.199664552426561,0.05
"progress-christian","unrelated",0.235136425813292,0.215
"protest-demonstration","related",0.539920785236417,0.875
"occur-dad","unrelated",0.157161360334154,0.1
"now-know","related",0.435483919202606,0.321
"escort-accompany","related",0.463687309866835,0.732
"evil-breakfast","unrelated",0.135599737414702,0.045
"combination-heal","unrelated",0.198719763517561,0.129
"critical-political","related",0.402010769686707,0.754
"male-dawn","unrelated",0.258228177813597,0.103
"dig-football","unrelated",0.360147474248151,0.125
"naive-cynical","related",0.31895891728169,0.202
"control-prosecutor","unrelated",0.245901170525254,0.284
"crack-psychology","unrelated",0.178349266186199,0.245
"taxi-limousine","related",0.530963711701911,0.8
"attractive-grandmother","unrelated",0.163941179685501,0.212
"strength-coffee","unrelated",0.253295185005518,0.215
"meaning-importance","related",0.449944369353979,0.658
"golden-remain","unrelated",0.344480318901451,0.042
"control-manipulate","related",0.520852646871748,0.754
"capsule-realistic","unrelated",0.174264005300039,0.125
"poet-writer","related",0.429225041716126,0.887
"astronaut-pilot","related",0.444031078079208,0.625
"reality-fantasy","related",0.446951876806241,0.786
"smart-intelligent","related",0.566727669416935,0.912
"colony-federation","related",0.325792641623115,0.654
"sin-birthday","unrelated",0.265137040439188,0.1
"marathon-snake","unrelated",0.24653795138272,0.05
"vein-rarely","unrelated",0.208477396146496,0.001
"lord-privacy","unrelated",0.255174521466281,0.125
"excellent-great","related",0.55425354328375,0.896
"camp-beer","unrelated",0.300082326276119,0.652
"old-battlefield","unrelated",0.190285694640917,0.245
"presence-spaghetti","unrelated",0.21547898758435,0.1
"uncomfortable-unpleasant","related",0.749585551838403,0.845
"ambassador-minister","related",0.479282987146186,0.785
"fix-repair","related",0.720588312253442,0.9
"create-hard","unrelated",0.259028144518694,0.245
"opinion-corpse","unrelated",0.280462086601065,0.023
"feed-eat","related",0.541067740643939,0.825
"orgasm-erection","related",0.470070279085678,0.849
"class-school","related",0.510524725993663,0.873
"down-up","related",0.522603520930875,0.2
"night-symbol","unrelated",0.315389675608834,0.245
"smash-break","related",0.503356392659307,0.85
"nasty-thunder","unrelated",0.236546128290131,0.045
"pistol-global","unrelated",0.183873938912776,0.045
"capital-city","related",0.450462691596538,0.897
"tuna-lobster","related",0.407098996460371,0.742
"data-information","related",0.581441784859539,0.874
"shoulder-beauty","unrelated",0.220701840417849,0.157
"report-inform","related",0.535293835992508,0.641
"journalism-politics","related",0.467111949874048,0.786
"little-news","unrelated",0.285654157902016,0.215
"diploma-inherit","unrelated",0.236615053730389,0.215
"trophy-medal","related",0.530470819563401,0.845
"gain-win","related",0.56829121442587,0.865
"warm-cool","related",0.496255328986923,0.758
"river-lake","related",0.627895733555617,0.85
"landing-flight","related",0.536752197023213,0.874
"valuable-atmosphere","unrelated",0.114639136572224,0.215
"advertising-marketing","related",0.60770203152707,0.842
"worried-height","unrelated",0.196188960208925,0.15
"lamp-candle","related",0.545797726207205,0.842
"toilet-connection","unrelated",0.237102587617568,0.12
"clan-web","unrelated",0.223718980883006,0.207
"proceed-mayonnaise","unrelated",0.185548783353944,0
"crown-throne","related",0.558135477252132,0.9
"national-global","related",0.494809133741689,0.754
"record-recording","related",0.66197132665793,0.872
"call-external","unrelated",0.274895015699951,0.162
"front-rear","related",0.60793586823864,0.843
"contamination-radiation","related",0.43365562266988,0.738
"tenant-butt","unrelated",0.302876987273492,0.034
"war-battle","related",0.640820913057398,0.9
"workshop-cheek","unrelated",0.219682157202794,0.1
"round-tooth","unrelated",0.303717427196671,0.321
"attractive-charming","related",0.567939740644143,0.75
"aspirin-orbit","unrelated",0.25415672331613,0.05
"passenger-driver","related",0.518633810454171,0.865
"poet-hole","unrelated",0.263786219930618,0.11
"throat-captain","unrelated",0.219893531897999,0.05
"alert-alarm","related",0.760711008578922,0.825
"forgiveness-pill","unrelated",0.179400347346769,0.15
"workshop-garage","related",0.402107816252421,0.652
"fair-reasonable","related",0.669769791044051,0.734
"superman-remarkable","unrelated",0.253308433698458,0.215
"inspector-commissioner","related",0.548934258842867,0.654
"suicide-murder","related",0.502001862203727,0.742
"ordinary-usual","related",0.780133153063246,0.734
"princess-prince","related",0.65605890422118,0.91
"cash-destiny","unrelated",0.18575324611955,0.112
"mouse-photographer","unrelated",0.261892456314811,0.12
"opening-closure","related",0.561076929099726,0.789
"hobby-cerebral","unrelated",0.189159471444667,0.15
"sword-knife","related",0.647936636432435,0.837
"recover-heal","related",0.467973618896309,0.872
"marine-navy","related",0.407244845193296,0.867
"hire-rent","related",0.659363432428862,0.865
"grain-ironic","unrelated",0.231291733861366,0.05
"mouth-nose","related",0.485525967613884,0.85
"consider-light","unrelated",0.312665192181403,0.112
"lightning-thunder","related",0.683486762533479,0.95
"contract-agreement","related",0.530497391928344,0.872
"racist-performance","unrelated",0.161890425489337,0.215
"push-pull","related",0.698620288107735,0.845
"lie-liar","related",0.567917525941748,0.842
"health-education","related",0.46423694565096,0.754
"shirt-worry","unrelated",0.240623193101032,0.1
"necessary-need","related",0.709580327736305,0.752
"kilo-gram","related",0.390505361297987,0.932
"leave-dress","unrelated",0.214526240805218,0.227
"grab-catch","related",0.641911828358514,0.834
"anger-rent","unrelated",0.349911431576631,0.145
"boot-assistant","unrelated",0.303857766158578,0.12
"show-sailor","unrelated",0.331953830907355,0.112
"anniversary-birthday","related",0.575139091298155,0.8
"near-far","related",0.587622519526909,0.321
"tasty-delicious","related",0.793774743423905,0.95
"lip-writer","unrelated",0.273833767886787,0.1
"equipment-honest","unrelated",0.248833466052023,0.113
"factor-junior","unrelated",0.243803969838004,0.205
"deadly-fatal","related",0.548291757214937,0.85
"locked-closed","related",0.645189186378075,0.892
"uncle-dad","related",0.461886761298311,0.754
"grateful-paragraph","unrelated",0.235182366207762,0.1
"november-december","related",0.689508422533206,0.864
"window-ant","unrelated",0.336949714299173,0.05
"god-business","unrelated",0.302339278407717,0.15
"surprise-disappointment","related",0.526562067988718,0.654
"prevent-stop","related",0.585418813282572,0.879
"file-unexpectedly","unrelated",0.173188741286805,0
"jazz-music","related",0.496946669541785,0.897
"rest-batman","unrelated",0.243995167462466,0.1
"mercenary-sand","unrelated",0.228466425730408,0.1
"imperial-laugh","unrelated",0.123281852939417,0.05
"freedom-democracy","related",0.504813123862352,0.874
"toast-army","unrelated",0.139589946377933,0.05
"cup-worthless","unrelated",0.225106672453198,0.01
"advice-advise","related",0.814856708059042,0.825
"probability-prepare","unrelated",0.339703375541109,0.21
"iron-selfish","unrelated",0.231346044915479,0
"gang-fantasy","unrelated",0.221659124465911,0.2
"factory-production","related",0.601432755797729,0.842
"cream-evening","unrelated",0.283354637737226,0.21
"naive-week","unrelated",0.153521433271938,0.11
"planet-orbit","related",0.571700905996329,0.845
"mother-father","related",0.737134441088518,0.95
"operational-beautiful","unrelated",0.227382436890307,0.12
"half-resist","unrelated",0.232573712408694,0.15
"balance-harmony","related",0.444904023254642,0.742
"loser-winner","related",0.454734504317823,0.85
"jurisdiction-onion","unrelated",0.0913707576979589,0
"increase-alley","unrelated",0.289676775489509,0.1
"check-verify","related",0.715613321621339,0.823
"zoo-circus","related",0.424830120923037,0.722
"preparation-planning","related",0.599050746266871,0.725
"concrete-witch","unrelated",0.0978066250233874,0.12
"dancer-dance","related",0.638613125117286,0.875
"plus-weapon","unrelated",0.304210826557441,0.15
