"pair","type","Only_Related_cosine","DifferenceScore_cosine","Related_score_cosine","Unrelated_score_cosine","Only_Related_Prompt","DifferenceScore_Prompt","Related_score_Prompt","Unrelated_score_Prompt"
"recover-legend","unrelated",NA,0.127290155953422,0.389885510634987,0.262595354681565,NA,0.769,0.825,0.056
"describe-express","related",0.467537232343621,0.246624623640254,0.467537232343621,0.220912608703367,0.4725,0.3495,0.4725,0.123
"hospital-development","unrelated",NA,0.376985130092383,0.619429426565303,0.24244429647292,NA,0.7065,0.875,0.1685
"plague-epidemic","related",0.612213126327736,0.355589269015721,0.612213126327736,0.256623857312015,0.8755,0.7945,0.8755,0.081
"aids-restaurant","unrelated",NA,0.320722107613921,0.501723249283634,0.181001141669713,NA,0.718,0.768,0.05
"minimum-politician","unrelated",NA,0.239681773173602,0.374387509630058,0.134705736456456,NA,0.6235,0.7045,0.081
"value-price","related",0.570294783101082,0.275919200731191,0.570294783101082,0.294375582369891,0.8,0.425,0.8,0.375
"midnight-noon","related",0.495739054794695,0.192761424388566,0.495739054794695,0.302977630406129,0.545,0.545,0.545,0
"choose-evaluation","unrelated",NA,0.21728573193631,0.618649435175377,0.401363703239067,NA,0.4985,0.7265,0.228
"telegram-letter","related",0.472639939196735,0.238399856617829,0.472639939196735,0.234240082578906,0.753,0.647,0.753,0.106
"stay-photo","unrelated",NA,0.545626739474161,0.788103678754494,0.242476939280333,NA,0.813,0.925,0.112
"key-lock","related",0.508705991012833,0.278171111770131,0.508705991012833,0.230534879242702,0.95,0.8775,0.95,0.0725
"empty-tennis","unrelated",NA,0.389487074306093,0.567951529987146,0.178464455681053,NA,0.8,0.8,0
"tired-effective","unrelated",NA,0.25627088531442,0.574963090297747,0.318692204983327,NA,0.2605,0.367,0.1065
"law-constitution","related",0.486482667299112,0.295273653264694,0.486482667299112,0.191209014034418,0.85,0.738,0.85,0.112
"chaos-confusion","related",0.554809645422835,0.364685275334995,0.554809645422835,0.19012437008784,0.835,0.735,0.835,0.1
"rock-poem","unrelated",NA,0.134175864736689,0.372768635608195,0.238592770871506,NA,0.5925,0.6985,0.106
"student-teacher","related",0.561431806209559,0.32539203107578,0.561431806209559,0.236039775133779,0.85,0.744,0.85,0.106
"ring-arrogance","unrelated",NA,0.267112552889252,0.50895386582451,0.241841312935258,NA,0.3725,0.3725,0
"pirate-protocol","unrelated",NA,0.323776190084873,0.589037766569506,0.265261576484633,NA,0.688,0.7605,0.0725
"trick-joke","related",0.499046062107482,0.194140000982183,0.499046062107482,0.304906061125299,0.752,0.646,0.752,0.106
"resistance-resist","related",0.664717904830655,0.432144192421961,0.664717904830655,0.232573712408694,0.5,0.444,0.5,0.056
"genius-scientist","related",0.403548733727292,0.226952537665432,0.403548733727292,0.17659619606186,0.7305,0.619,0.7305,0.1115
"helmet-hat","related",0.389934252644559,0.03504005585839,0.389934252644559,0.354894196786169,0.733,0.673,0.733,0.06
"opposite-delicious","unrelated",NA,0.576668936100845,0.793774988758561,0.217106052657716,NA,0.95,0.95,0
"unreasonable-alibi","unrelated",NA,0.00312866197693801,0.244694645462458,0.24156598348552,NA,0.561,0.717,0.156
"say-tell","related",0.679224971392412,0.404424051356355,0.679224971392412,0.274800920036057,0.775,0.719,0.775,0.056
"girl-boy","related",0.694759603053199,0.447297741782134,0.694759603053199,0.247461861271065,0.9,0.9,0.9,0
"hand-arm","related",0.51062972042666,0.087572514588802,0.51062972042666,0.423057205837858,0.85,0.8,0.85,0.05
"playboy-zone","unrelated",NA,0.337448708427174,0.613930597865018,0.276481889437844,NA,0.7315,0.8325,0.101
"capital-romantic","unrelated",NA,0.207705945393468,0.463657655860916,0.255951710467448,NA,0.608,0.714,0.106
"process-procedure","related",0.681219343089841,0.455178876154875,0.681219343089841,0.226040466934966,0.805,0.705,0.805,0.1
"move-transfer","related",0.549023747917875,0.344383073627828,0.549023747917875,0.204640674290047,0.6965,0.6965,0.6965,0
"special-confidence","unrelated",NA,0.259341074383204,0.519903642590392,0.260562568207188,NA,0.4245,0.6635,0.239
"gain-flight","unrelated",NA,0.185995540553067,0.536724967998617,0.35072942744555,NA,0.678,0.784,0.106
"short-long","related",0.540050160920467,0.323177393325541,0.540050160920467,0.216872767594926,0.55,0.55,0.55,0
"banana-rage","unrelated",NA,0.360102520873739,0.55509702870841,0.194994507834671,NA,0.9,0.9,0
"dose-injection","related",0.503871751381392,0.264589301080065,0.503871751381392,0.239282450301327,0.769,0.719,0.769,0.05
"general-colonel","related",0.407939304574575,0.153832073851292,0.407939304574575,0.254107230723283,0.4005,0.2935,0.4005,0.107
"load-cargo","related",0.551340051709405,0.256381305415854,0.551340051709405,0.294958746293551,0.8375,0.8375,0.8375,0
"analyst-investigator","related",0.535595529021705,0.350605224109829,0.535595529021705,0.184990304911876,0.741,0.691,0.741,0.05
"contact-marketing","unrelated",NA,0.190639496710507,0.607723398521804,0.417083901811297,NA,0.264,0.8875,0.6235
"snack-prototype","unrelated",NA,0.334632758765308,0.595200787551053,0.260568028785745,NA,0.6425,0.75,0.1075
"replace-penis","unrelated",NA,0.393891762508106,0.554328563620285,0.160436801112179,NA,0.9,0.9,0
"lie-convent","unrelated",NA,0.1640183299907,0.440816757924327,0.276798427933627,NA,0.29,0.29,0
"soft-winner","unrelated",NA,0.265960441718455,0.454736247941119,0.188775806222664,NA,0.685,0.739,0.054
"antidote-vaccine","related",0.432103362527632,0.275458249558032,0.432103362527632,0.1566451129696,0.75,0.664,0.75,0.086
"darkness-light","related",0.373943458950711,0.061278266769308,0.373943458950711,0.312665192181403,0.056,0,0.056,0.056
"mars-great","unrelated",NA,0.241264690975822,0.55425354328375,0.312988852307928,NA,0.8,0.85,0.05
"point-mercy","unrelated",NA,0.266962285683768,0.511236703991824,0.244274418308056,NA,0.7875,0.8875,0.1
"compliment-gate","unrelated",NA,0.335842866769116,0.568009913586232,0.232167046817116,NA,0.7,0.725,0.025
"moon-sun","related",0.56383272105506,0.295040420269404,0.56383272105506,0.268792300785656,0.8125,0.7125,0.8125,0.1
"grain-flour","related",0.549285630934511,0.418132559635001,0.549285630934511,0.13115307129951,0.8725,0.8725,0.8725,0
"diarrhea-nausea","related",0.410625397131087,0.183657784888525,0.410625397131087,0.226967612242562,0.8,0.688,0.8,0.112
"gang-group","related",0.584660562150019,0.360881858223935,0.584660562150019,0.223778703926084,0.737,0.508,0.737,0.229
"service-maintenance","related",0.465247536323119,0.179072051436054,0.465247536323119,0.286175484887065,0.6645,0.5565,0.6645,0.108
"summer-divine","unrelated",NA,0.301274618783377,0.504400982208367,0.20312636342499,NA,0.6595,0.7715,0.112
"rocket-wife","unrelated",NA,0.425392277914023,0.653217371168985,0.227825093254962,NA,0.975,1,0.025
"privilege-honor","related",0.57944858860453,0.366629463185659,0.57944858860453,0.212819125418871,0.679,0.679,0.679,0
"smile-treatment","unrelated",NA,0.312980093141768,0.605808822680934,0.292828729539166,NA,0.6885,0.8385,0.15
"route-medal","unrelated",NA,0.275251667738071,0.530479997785521,0.25522833004745,NA,0.775,0.85,0.075
"hero-close","unrelated",NA,0.439888935317552,0.610444339568315,0.170555404250763,NA,0.144,0.2,0.056
"romeo-juliet","related",0.666018830373968,0.396197435095997,0.666018830373968,0.269821395277971,0.9,0.85,0.9,0.05
"budget-phrase","unrelated",NA,0.20911964027015,0.510794111502892,0.301674471232742,NA,0.403,0.5145,0.1115
"nude-naked","related",0.80599155759148,0.597563264570511,0.80599155759148,0.208428293020969,0.925,0.925,0.925,0
"national-copy","unrelated",NA,0.191000716495068,0.423103881565428,0.23210316507036,NA,0.7015,0.7945,0.093
"nickname-sell","unrelated",NA,0.395607433484331,0.669505352803801,0.27389791931947,NA,0.8,0.8,0
"tumor-cancer","related",0.659431621237791,0.460697066536029,0.659431621237791,0.198734554701762,0.9,0.9,0.9,0
"alone-lonely","related",0.624159849826848,0.368005082900129,0.624159849826848,0.256154766926719,0.775,0.65,0.775,0.125
"data-absurd","unrelated",NA,0.393990418892426,0.610367985020035,0.216377566127609,NA,0.8425,0.8925,0.05
"author-dollar","unrelated",NA,0.326171212258892,0.530528399849072,0.20435718759018,NA,0.7355,0.8475,0.112
"mud-vitamin","unrelated",NA,0.195568110752277,0.424105549525622,0.228537438773345,NA,0.7445,0.7695,0.025
"form-brave","unrelated",NA,0.223474423553353,0.457898504265569,0.234424080712216,NA,0.422,0.528,0.106
"ticket-hide","unrelated",NA,0.206711767356536,0.555101065906098,0.348389298549562,NA,0.6065,0.7125,0.106
"secretary-assistant","related",0.446731289409104,0.142863532434622,0.446731289409104,0.303867756974482,0.849,0.737,0.849,0.112
"jealous-sermon","unrelated",NA,0.290197978601023,0.472766965127245,0.182568986526222,NA,0.7205,0.743,0.0225
"hello-bye","related",0.540164665114439,0.311864922900437,0.540164665114439,0.228299742214002,0.8385,0.8385,0.8385,0
"final-ultimate","related",0.637371290365872,0.2786535913821,0.637371290365872,0.358717698983772,0.817,0.6995,0.817,0.1175
"ridiculous-absurd","related",0.610367985020035,0.393990418892426,0.610367985020035,0.216377566127609,0.8925,0.8425,0.8925,0.05
"reporter-journalist","related",0.743438929493692,0.572784069464324,0.743438929493692,0.170654860029368,0.9,0.794,0.9,0.106
"tenant-landlord","related",0.493388549637457,0.086658708177637,0.493388549637457,0.40672984145982,0.85,0.6425,0.85,0.2075
"rock-stone","related",0.453396443850208,0.246083154649756,0.453396443850208,0.207313289200452,0.9,0.8125,0.9,0.0875
"room-bedroom","related",0.551531989886309,0.409022586351124,0.551531989886309,0.142509403535185,0.871,0.84,0.871,0.031
"bee-ant","related",0.295428436061025,-0.041521278238148,0.295428436061025,0.336949714299173,0.8225,0.8225,0.8225,0
"daughter-son","related",0.506774631636849,0.099955581623316,0.506774631636849,0.406819050013533,1,0.9,1,0.1
"person-individual","related",0.729761898324173,0.483227785191102,0.729761898324173,0.246534113133071,0.9,0.794,0.9,0.106
"brand-generous","unrelated",NA,0.306154062632906,0.526623855914166,0.22046979328126,NA,0.7945,0.7945,0
"volunteer-voluntarily","related",0.63783757658764,0.334634421738081,0.63783757658764,0.303203154849559,0.35,0.35,0.35,0
"astronaut-come","unrelated",NA,0.330096797748228,0.556808273136488,0.22671147538826,NA,0.825,0.825,0
"bible-book","related",0.489739280300118,0.276214950675519,0.489739280300118,0.213524329624599,0.8375,0.7875,0.8375,0.05
"miserable-pathetic","related",0.391191983917506,0.207393998223434,0.391191983917506,0.183797985694072,0.777,0.677,0.777,0.1
"monster-chapel","unrelated",NA,0.384416340104482,0.526587275376151,0.142170935271669,NA,0.811,0.861,0.05
"africa-oxygen","unrelated",NA,0.068559693287057,0.338757921336984,0.270198228049927,NA,0.8125,0.8875,0.075
"tobacco-king","unrelated",NA,0.39938599058425,0.590601528881116,0.191215538296866,NA,0.8525,0.9,0.0475
"internal-juice","unrelated",NA,0.185145846961245,0.438647001889454,0.253501154928209,NA,0.7315,0.8375,0.106
"seller-buyer","related",0.750524517085748,0.490973558824574,0.750524517085748,0.259550958261174,0.9,0.8525,0.9,0.0475
"safe-accusation","unrelated",NA,0.371051657290536,0.576401550495341,0.205349893204805,NA,0.662,0.768,0.106
"witty-military","unrelated",NA,0.228334641088957,0.450713166443491,0.222378525354534,NA,0.6325,0.741,0.1085
"hospitality-gratitude","related",0.397919787147875,0.05389238157029,0.397919787147875,0.344027405577585,0.4,0.2375,0.4,0.1625
"rule-countess","unrelated",NA,0.190965977606178,0.470690520641468,0.27972454303529,NA,0.6575,0.775,0.1175
"pub-restaurant","related",0.501723249283634,0.320722107613921,0.501723249283634,0.181001141669713,0.768,0.718,0.768,0.05
"layer-surface","related",0.339251363956294,0.079186233062641,0.339251363956294,0.260065130893653,0.73,0.513,0.73,0.217
"cabinet-closet","related",0.516993833487133,0.358260343982416,0.516993833487133,0.158733489504717,0.825,0.7965,0.825,0.0285
"tank-imprisonment","unrelated",NA,0.30611232101638,0.484304555290755,0.178192234274375,NA,0.6685,0.7435,0.075
"useless-worthless","related",0.820742938792199,0.595619824134938,0.820742938792199,0.225123114657261,0.8,0.8,0.8,0
"county-district","related",0.690451375249715,0.458379346042571,0.690451375249715,0.232072029207144,0.8,0.694,0.8,0.106
"useful-effective","related",0.574963090297747,0.25627088531442,0.574963090297747,0.318692204983327,0.367,0.2605,0.367,0.1065
"banker-honesty","unrelated",NA,0.243816354660713,0.493762008405116,0.249945653744403,NA,0.4475,0.6035,0.156
"gesture-around","unrelated",NA,0.290016014752852,0.730788067060042,0.44077205230719,NA,0.069,0.125,0.056
"doubt-suspect","related",0.554293531346038,0.324095770718952,0.554293531346038,0.230197760627086,0.7105,0.6225,0.7105,0.088
"regiment-sit","unrelated",NA,0.254958069393414,0.500208267620896,0.245250198227482,NA,0.523,0.577,0.054
"warm-building","unrelated",NA,0.13738977889944,0.491582659854959,0.354192880955519,NA,0.7135,0.8335,0.12
"marine-pen","unrelated",NA,0.221390042898481,0.49392862904896,0.272538586150479,NA,0.771,0.7965,0.0255
"victory-defeat","related",0.596357043262341,0.408372190767071,0.596357043262341,0.18798485249527,0.9,0.9,0.9,0
"second-traditional","unrelated",NA,0.104005511624952,0.519065500948844,0.415059989323892,NA,0.1955,0.3705,0.175
"conflict-colonel","unrelated",NA,0.153832073851292,0.407939304574575,0.254107230723283,NA,0.2935,0.4005,0.107
"wrong-correct","related",0.591200031323646,0.324193354915966,0.591200031323646,0.26700667640768,0.45,0.394,0.45,0.056
"literally-practically","related",0.594645164780364,0.245718350937138,0.594645164780364,0.348926813843226,0.22,0.22,0.22,0
"impression-feeling","related",0.459868111814066,0.171501139420808,0.459868111814066,0.288366972393258,0.7335,0.5145,0.7335,0.219
"doll-intelligent","unrelated",NA,0.318103226032612,0.566727669416935,0.248624443384323,NA,1,1,0
"international-lonely","unrelated",NA,0.368005082900129,0.624159849826848,0.256154766926719,NA,0.65,0.775,0.125
"gallery-exhibition","related",0.489311871802633,0.212373150938116,0.489311871802633,0.276938720864517,0.8625,0.734,0.8625,0.1285
"guard-patrol","related",0.571217128274682,0.27268088993182,0.571217128274682,0.298536238342862,0.7935,0.6685,0.7935,0.125
"dean-professor","related",0.492943466486781,0.174522001276791,0.492943466486781,0.31842146520999,0.817,0.5005,0.817,0.3165
"dirty-abandon","unrelated",NA,0.204487880453462,0.506140206045574,0.301652325592112,NA,0.7115,0.7675,0.056
"sandwich-use","unrelated",NA,0.349102844318797,0.611674288361794,0.262571444042997,NA,0.7,0.8,0.1
"ping-bottle","unrelated",NA,0.168251885395151,0.49882379267789,0.330571907282739,NA,0.733,0.783,0.05
"concept-passport","unrelated",NA,0.198067069611631,0.459543228183354,0.261476158571723,NA,0.0875,0.31,0.2225
"object-subject","related",0.635879138347741,0.359596607416333,0.635879138347741,0.276282530931408,0.575,0.402,0.575,0.173
"section-warrior","unrelated",NA,0.340845601981627,0.576451623625227,0.2356060216436,NA,0.8,0.85,0.05
"industry-alpha","unrelated",NA,-0.001712558483834,0.247357079343054,0.249069637826888,NA,0.0625,0.175,0.1125
"flag-symbol","related",0.499372183160768,0.183960333088609,0.499372183160768,0.315411850072159,0.8175,0.6485,0.8175,0.169
"tomorrow-parent","unrelated",NA,0.351763865622848,0.574545556724384,0.222781691101536,NA,0.671,0.777,0.106
"half-quarter","related",0.69408397546624,0.369994937655988,0.69408397546624,0.324089037810252,0.8,0.7,0.8,0.1
"finally-boat","unrelated",NA,0.229991325865757,0.489107846848921,0.259116520983164,NA,0.8185,0.8185,0
"loser-senate","unrelated",NA,0.386330237904279,0.596139253487518,0.209809015583239,NA,0.75,0.8375,0.0875
"brain-sign","unrelated",NA,0.232429884945338,0.502807392841976,0.270377507896638,NA,0.1875,0.3375,0.15
"cable-wire","related",0.574100896614673,0.334570064374763,0.574100896614673,0.23953083223991,0.825,0.8,0.825,0.025
"conservative-liberal","related",0.621238351994574,0.362034680332578,0.621238351994574,0.259203671661996,0.217,0.105,0.217,0.112
"creation-destruction","related",0.412256472144863,0.208329061267288,0.412256472144863,0.203927410877575,0.234,0.1155,0.234,0.1185
"ufo-sink","unrelated",NA,0.172492931265693,0.423978574533216,0.251485643267523,NA,0.7275,0.775,0.0475
"profit-writing","unrelated",NA,0.325248058357065,0.57072550603638,0.245477447679315,NA,0.6735,0.8735,0.2
"trash-normal","unrelated",NA,0.224764949603731,0.510712044331961,0.28594709472823,NA,0.305,0.411,0.106
"preserve-mayor","unrelated",NA,0.14959292724667,0.418418353981351,0.268825426734681,NA,0.584,0.69,0.106
"hold-keep","related",0.709189369975129,0.38345044157677,0.709189369975129,0.325738928398359,0.76,0.6715,0.76,0.0885
"hero-savior","related",0.483394089041554,0.259660319656305,0.483394089041554,0.223733769385249,0.85,0.744,0.85,0.106
"exciting-interesting","related",0.480233140674001,0.164444569767092,0.480233140674001,0.315788570906909,0.775,0.775,0.775,0
"nap-stroll","related",0.229915292193213,0.064660011615806,0.229915292193213,0.165255280577407,0.131,0.03,0.131,0.101
"distance-speed","related",0.527604870342631,0.346740192495936,0.527604870342631,0.180864677846695,0.6995,0.5935,0.6995,0.106
"blood-teenager","unrelated",NA,0.678742600370486,0.888320595564476,0.20957799519399,NA,0.812,0.925,0.113
"november-mixture","unrelated",NA,0.318078461813542,0.522048433486593,0.203969971673051,NA,0.825,0.875,0.05
"alcohol-happy","unrelated",NA,0.402658828881785,0.610927241969361,0.208268413087576,NA,0.744,0.8615,0.1175
"help-title","unrelated",NA,0.287795508421549,0.671686354885282,0.383890846463733,NA,0.4845,0.627,0.1425
"torment-torture","related",0.607126093106669,0.426579454670582,0.607126093106669,0.180546638436087,0.9,0.777,0.9,0.123
"hate-succeed","unrelated",NA,0.143022322549754,0.365560245506784,0.22253792295703,NA,0.461,0.517,0.056
"house-apartment","related",0.501728180371578,0.277834164318879,0.501728180371578,0.223894016052699,0.875,0.794,0.875,0.081
"ticket-passport","related",0.459543228183354,0.198067069611631,0.459543228183354,0.261476158571723,0.31,0.0875,0.31,0.2225
"cup-coffee","related",0.413670027164125,0.160374842158607,0.413670027164125,0.253295185005518,0.775,0.6985,0.775,0.0765
"original-promise","unrelated",NA,0.250976557274963,0.593223662078011,0.342247104803048,NA,0.663,0.83,0.167
"universe-whistle","unrelated",NA,0.123372976676492,0.318200370569123,0.194827393892631,NA,0.771,0.771,0
"construction-candle","unrelated",NA,0.301180818270271,0.545797726207205,0.244616907936934,NA,0.6625,0.75,0.0875
"technical-mechanical","related",0.499261037314178,0.26813809573832,0.499261037314178,0.231122941575858,0.8115,0.6995,0.8115,0.112
"summer-winter","related",0.549106337150085,0.28612216910396,0.549106337150085,0.262984168046125,0.8715,0.799,0.8715,0.0725
"cabin-stone","unrelated",NA,0.246083154649756,0.453396443850208,0.207313289200452,NA,0.8125,0.9,0.0875
"focus-prohibit","unrelated",NA,0.355331266440002,0.595945808759673,0.240614542319671,NA,0.7895,0.7895,0
"nothing-limousine","unrelated",NA,0.370891159650601,0.530963711701911,0.16007255205131,NA,0.846,0.846,0
"mars-venus","related",0.397682625265945,0.219740291680235,0.397682625265945,0.17794233358571,0.8125,0.7065,0.8125,0.106
"optimistic-perimeter","unrelated",NA,0.302519570666969,0.45027753591354,0.147757965246571,NA,0.627,0.627,0
"absolutely-completely","related",0.66125873167802,0.369666399062285,0.66125873167802,0.291592332615735,0.861,0.861,0.861,0
"accidentally-intentionally","related",0.614181117426721,0.324554782842708,0.614181117426721,0.289626334584013,0.727,0.727,0.727,0
"environment-atmosphere","related",0.437919942855186,0.323269669013622,0.437919942855186,0.114650273841564,0.7875,0.625,0.7875,0.1625
"phenomenon-event","related",0.498866429531929,0.130424875274993,0.498866429531929,0.368441554256936,0.8,0.66,0.8,0.14
"tough-hard","related",0.618147957929436,0.359108277616836,0.618147957929436,0.2590396803126,0.825,0.719,0.825,0.106
"green-orange","related",0.494615295726005,0.255984396610385,0.494615295726005,0.23863089911562,0.825,0.825,0.825,0
"telescope-microscope","related",0.540973365803475,0.337682226400057,0.540973365803475,0.203291139403418,0.8115,0.8115,0.8115,0
"secondary-reward","unrelated",NA,0.356335432216823,0.653340762714784,0.297005330497961,NA,0.6725,0.835,0.1625
"crack-hole","related",0.336291713401095,0.072505493470477,0.336291713401095,0.263786219930618,0.6355,0.6045,0.6355,0.031
"fox-rabbit","related",0.448349467288782,0.037726891820567,0.448349467288782,0.410622575468215,0.8215,0.778,0.8215,0.0435
"carbon-shelter","unrelated",NA,0.480679928124513,0.685475021800166,0.204795093675653,NA,0.7865,0.8875,0.101
"change-improvement","related",0.435802783841131,0.25453329427956,0.435802783841131,0.181269489561571,0.748,0.667,0.748,0.081
"magnetic-electric","related",0.46498744523038,0.249467612537125,0.46498744523038,0.215519832693255,0.8,0.5835,0.8,0.2165
"land-fly","related",0.163952253626263,-0.155270590186505,0.163952253626263,0.319222843812768,0.1,-0.021,0.1,0.121
"treasure-navy","unrelated",NA,0.117847134233622,0.407275890121307,0.289428755887685,NA,0.65,0.775,0.125
"situation-crisis","related",0.485832378247021,0.263541174459684,0.485832378247021,0.222291203787337,0.754,0.654,0.754,0.1
"hormone-communist","unrelated",NA,0.16011520352606,0.376257846550761,0.216142643024701,NA,0.2,0.2225,0.0225
"show-performance","related",0.518929097222808,0.357038671733471,0.518929097222808,0.161890425489337,0.76,0.66,0.76,0.1
"diarrhea-reputation","unrelated",NA,0.183465470301498,0.358987456424843,0.175521986123345,NA,0.603,0.6255,0.0225
"colleague-friend","related",0.460773774825238,0.124334029450734,0.460773774825238,0.336439745374504,0.666,0.514,0.666,0.152
"sister-brother","related",0.752009472105006,0.520989460857267,0.752009472105006,0.231020011247739,1,0.8835,1,0.1165
"true-address","unrelated",NA,0.170284558730273,0.421371421601219,0.251086862870946,NA,0.0515,0.2075,0.156
"sherlock-watson","related",0.518817741407346,0.334479540547372,0.518817741407346,0.184338200859974,0.9,0.9,0.9,0
"try-attempt","related",0.70521949167154,0.317757093938769,0.70521949167154,0.387462397732771,1,0.8875,1,0.1125
"unfortunate-misfortune","related",0.710064082975066,0.492259612373411,0.710064082975066,0.217804470601655,0.8285,0.739,0.8285,0.0895
"forgive-demonstration","unrelated",NA,0.338178958938254,0.539920785236417,0.201741826298163,NA,0.844,0.9,0.056
"sister-championship","unrelated",NA,0.158112101607857,0.414654241265562,0.256542139657705,NA,0.736,0.836,0.1
"presence-absence","related",0.462635403455068,0.353091643173031,0.462635403455068,0.109543760282037,0.825,0.825,0.825,0
"plague-sleep","unrelated",NA,0.219362499072499,0.458840503693383,0.239478004620884,NA,0.7175,0.8175,0.1
"fashionable-recording","unrelated",NA,0.521701759480042,0.664428480179567,0.142726720699525,NA,0.726,0.838,0.112
"death-disappearance","related",0.410568144266973,0.079410754402172,0.410568144266973,0.331157389864801,0.5605,0.1595,0.5605,0.401
"daddy-mum","related",0.491051538061046,0.234382295867405,0.491051538061046,0.256669242193641,0.85,0.681,0.85,0.169
"permission-cynical","unrelated",NA,0.118431064158646,0.318984732474287,0.200553668315641,NA,0.2325,0.2325,0
"therapy-salary","unrelated",NA,0.186594187681494,0.448551636461879,0.261957448780385,NA,0.685,0.81,0.125
"wonderful-airport","unrelated",NA,0.19729336235775,0.402885916200379,0.205592553842629,NA,0.725,0.825,0.1
"calendar-prince","unrelated",NA,0.44976898896476,0.655953484914887,0.206184495950127,NA,0.7885,0.9,0.1115
"job-muscle","unrelated",NA,0.081080872749229,0.408598076788151,0.327517204038922,NA,0.636,0.743,0.107
"anchor-sail","related",0.329977452220706,0.026113294849923,0.329977452220706,0.303864157370783,0.6645,0.5525,0.6645,0.112
"direct-directly","related",0.707007278411895,0.537134931776186,0.707007278411895,0.169872346635709,0.1,0.1,0.1,0
"crowd-audience","related",0.624303840570236,0.331703141934088,0.624303840570236,0.292600698636148,0.8,0.6235,0.8,0.1765
"mistress-lover","related",0.387430458226283,-0.078765859791103,0.387430458226283,0.466196318017386,0.8,0.475,0.8,0.325
"cloud-fog","related",0.478441373777839,0.188022695185922,0.478441373777839,0.290418678591917,0.841,0.796,0.841,0.045
"status-position","related",0.391146229904733,0.101726127529807,0.391146229904733,0.289420102374926,0.679,0.479,0.679,0.2
"base-electric","unrelated",NA,0.249467612537125,0.46498744523038,0.215519832693255,NA,0.5835,0.8,0.2165
"evidence-proof","related",0.507338548985676,0.186430792264689,0.507338548985676,0.320907756720987,0.857,0.7135,0.857,0.1435
"celebrity-atlantic","unrelated",NA,0.414398817666619,0.581993404742988,0.167594587076369,NA,0.7135,0.7945,0.081
"helpless-match","unrelated",NA,0.361706497996656,0.565337913074135,0.203631415077479,NA,0.8035,0.8595,0.056
"glorious-correct","unrelated",NA,0.324193354915966,0.591200031323646,0.26700667640768,NA,0.394,0.45,0.056
"diploma-graduate","related",0.471999811905411,0.346321953667568,0.471999811905411,0.125677858237843,0.807,0.695,0.807,0.112
"commission-empire","unrelated",NA,0.297959197833462,0.546577819782628,0.248618621949166,NA,0.5095,0.782,0.2725
"bone-about","unrelated",NA,0.327301327121702,0.61437439295613,0.287073065834428,NA,0,0,0
"relationship-friendship","related",0.535737886166656,0.26290415463055,0.535737886166656,0.272833731536106,0.836,0.7175,0.836,0.1185
"wind-generally","unrelated",NA,0.215402467848135,0.470264945230884,0.254862477382749,NA,0.106,0.106,0
"stubborn-rome","unrelated",NA,0.19840895929687,0.450146331641912,0.251737372345042,NA,0.862,0.862,0
"factor-element","related",0.585893743554967,0.35975359935551,0.585893743554967,0.226140144199457,0.746,0.6655,0.746,0.0805
"artist-painter","related",0.522197196980693,0.302608679708926,0.522197196980693,0.219588517271767,0.9,0.8,0.9,0.1
"advertising-traitor","unrelated",NA,0.277520116932469,0.416661948211773,0.139141831279304,NA,0.707,0.752,0.045
"philosophy-religion","related",0.396793123827855,0.201380353678442,0.396793123827855,0.195412770149413,0.8085,0.6525,0.8085,0.156
"outside-inside","related",0.657038502114968,0.372632939402957,0.657038502114968,0.284405562712011,0.1,0.0275,0.1,0.0725
"financially-quality","unrelated",NA,0.227909047162324,0.501220747039076,0.273311699876752,NA,0.2645,0.4935,0.229
"anarchy-closet","unrelated",NA,0.358260343982416,0.516993833487133,0.158733489504717,NA,0.7965,0.825,0.0285
"contact-connection","related",0.5872587171805,0.350221935400501,0.5872587171805,0.237036781779999,0.8365,0.7245,0.8365,0.112
"dessert-owner","unrelated",NA,0.308803178284455,0.515957380649603,0.207154202365148,NA,0.6815,0.8,0.1185
"loyal-faithful","related",0.727821629694144,0.402002554334011,0.727821629694144,0.325819075360133,0.8875,0.8315,0.8875,0.056
"courage-probe","unrelated",NA,0.017125316168984,0.280213052011013,0.263087735842029,NA,0.154,0.2615,0.1075
"needle-syringe","related",0.48153997286801,0.279838599566999,0.48153997286801,0.201701373301011,0.8875,0.8625,0.8875,0.025
"rhythm-predator","unrelated",NA,0.502822896484322,0.682857433181177,0.180034536696855,NA,0.8275,0.9,0.0725
"tumor-authority","unrelated",NA,0.296265128560368,0.492574797935886,0.196309669375518,NA,0.7505,0.8005,0.05
"spy-noon","unrelated",NA,0.192761424388566,0.495739054794695,0.302977630406129,NA,0.545,0.545,0
"federal-bait","unrelated",NA,0.303781961006723,0.485770280508344,0.181988319501621,NA,0.8,0.8,0
"hospital-clinic","related",0.652840621546024,0.414263269539901,0.652840621546024,0.238577352006123,0.85,0.7765,0.85,0.0735
"phase-period","related",0.590413643448765,0.35020411198811,0.590413643448765,0.240209531460655,0.7945,0.7945,0.7945,0
"record-exercise","unrelated",NA,0.316088097842278,0.678292496456925,0.362204398614647,NA,0.7245,0.8585,0.134
"garlic-onion","related",0.549202930656089,0.45783217295813,0.549202930656089,0.0913707576979589,0.875,0.875,0.875,0
"increase-reduce","related",0.543786357047787,0.323678073119844,0.543786357047787,0.220108283927943,0.727,0.727,0.727,0
