"pair","type","mean_cosine_similarity","mean_prompt_similarity"
"glorious-correct","unrelated",0.266968005913843,0.135
"diploma-graduate","related",0.471961852062209,0.85
"commission-empire","unrelated",0.248603330664275,0.2795
"bone-about","unrelated",0.287045797839633,0
"relationship-friendship","related",0.535720634211658,0.8275
"wind-generally","unrelated",0.254862477382749,0.1
"stubborn-rome","unrelated",0.251677106276056,0.045
"factor-element","related",0.585895221471793,0.7585
"artist-painter","related",0.522204180961111,0.906
"advertising-traitor","unrelated",0.139119926735122,0.05
"philosophy-religion","related",0.396847883935947,0.757
"outside-inside","related",0.657014402450251,0.7845
"financially-quality","unrelated",0.27325373642736,0.4275
"anarchy-closet","unrelated",0.158708660979261,0.045
"contact-connection","related",0.587266247928524,0.8645
"dessert-owner","unrelated",0.20714188708713,0.1675
"loyal-faithful","related",0.727801079433939,0.906
"courage-probe","unrelated",0.26306918274017,0.1625
"needle-syringe","related",0.481632432806404,0.8745
"rhythm-predator","unrelated",0.180034536696855,0.0985
"tumor-authority","unrelated",0.196335333013054,0.1035
"spy-noon","unrelated",0.302687257660109,0.0725
"federal-bait","unrelated",0.181988319501621,0.0395
"hospital-clinic","related",0.652866060529566,0.861
"phase-period","related",0.590378398414463,0.783
"record-exercise","unrelated",0.362204398614647,0.2875
"garlic-onion","related",0.549319984495981,0.871
"increase-reduce","related",0.543786357047787,0.8095
"sandwich-hamburger","related",0.525478797486773,0.8735
"colleague-plausible","unrelated",0.247086978805311,0.112
"month-week","related",0.695033701978034,0.836
"conversation-discussion","related",0.737481629471192,0.8725
"speech-sermon","related",0.472774808519504,0.752
"two-four","related",0.669028505666091,0.2245
"trap-people","unrelated",0.293923937309994,0.239
"magnetic-order","unrelated",0.254960994978354,0.2785
"hair-beard","related",0.480248141356423,0.803
"hold-appreciate","unrelated",0.329340890001633,0.218
"naval-towel","unrelated",0.218889969705801,0.0475
"count-bullet","unrelated",0.42161455292472,0.2495
"ritual-ceremony","related",0.519905349203293,0.8585
"century-decade","related",0.679353086339358,0.8905
"crew-instrument","unrelated",0.447100011365668,0.2325
"wait-psychological","unrelated",0.130698208445082,0.11
"illusion-hallucination","related",0.482562264726662,0.786
"stand-sit","related",0.500201234864454,0.7665
"stubborn-selfish","related",0.411740462751252,0.546
"administration-keep","unrelated",0.325766694125628,0.207
"drop-sip","related",0.322317737031043,0.453
"zombie-vampire","related",0.596388637422528,0.7905
"orchestra-lizard","unrelated",0.202900506012447,0.01
"grave-accompany","unrelated",0.262178352115209,0.125
"capacity-pig","unrelated",0.23355003749644,0.05
"physics-mathematics","related",0.506196916036428,0.8735
"form-sign","related",0.502741607260748,0.555
"now-fatal","unrelated",0.220840383822867,0.2025
"future-past","related",0.571530870555553,0.8585
"creation-defend","unrelated",0.290117620267865,0.1625
"ready-prepare","related",0.664021702106921,0.751
"source-think","unrelated",0.341687103026111,0.2025
"ming-ling","related",0.506602743614601,0.1685
"trap-bait","related",0.485754177438391,0.873
"flatter-amount","unrelated",0.213322138307663,0.125
"cell-stop","unrelated",0.263580955106317,0.156
"strong-weak","related",0.688584000719699,0.7955
"poor-rich","related",0.474805549601296,0.7735
"view-work","unrelated",0.332572510710087,0.3845
"garlic-closed","unrelated",0.147878740197311,0.1
"temple-monastery","related",0.551921936572556,0.816
"fake-false","related",0.580617720099892,0.7985
"bind-tie","related",0.556822268735515,0.871
"place-location","related",0.717954252062275,0.9115
"sum-amount","related",0.549048764801322,0.816
"groom-sentence","unrelated",0.210304389451366,0.1075
"art-put","unrelated",0.399360455349577,0.112
"ready-different","unrelated",0.32733493051099,0.1245
"amateur-professional","related",0.453450924106545,0.795
"unit-marriage","unrelated",0.300342628944882,0.1275
"just-assistance","unrelated",0.317549242891955,0.1865
"change-fourth","unrelated",0.24990409381396,0.2
"number-education","unrelated",0.197861152598443,0.6555
"operational-functional","related",0.533128283273015,0.7335
"nail-politics","unrelated",0.233026854091009,0.0475
"manager-boss","related",0.635761040742835,0.875
"reading-writing","related",0.57072014043804,0.8645
"snack-lunch","related",0.567518647590883,0.701
"chance-possibility","related",0.636610056195846,0.8095
"resignation-refresh","unrelated",0.28895988381364,0.16
"fall-musician","unrelated",0.235657558673465,0.1655
"already-still","related",0.441981913855485,0.583
"eliminate-remove","related",0.622298338588652,0.874
"matter-particle","related",0.617869102992198,0.871
"treasure-wealth","related",0.488232023306165,0.838
"gesture-act","related",0.500240281768442,0.718
"sofa-bright","unrelated",0.200796398398463,0.1175
"alcohol-drug","related",0.394456368322462,0.752
"air-oxygen","related",0.338771266903627,0.9125
"swallow-yesterday","unrelated",0.193939374582797,0.0855
"washington-boston","related",0.410371848930198,0.6375
"courage-determination","related",0.450358456588419,0.775
"body-financial","unrelated",0.327329586503787,0.1625
"oven-stove","related",0.50922204859031,0.855
"sober-wide","unrelated",0.245031010269404,0.086
"kiss-fraud","unrelated",0.229343404045405,0.075
"liquid-apartment","unrelated",0.223942044845224,0.1375
"hanging-entrepreneur","unrelated",0.15080359996588,0.0645
"ming-knee","unrelated",0.182250001033354,0.05
"hearing-trial","related",0.355501405039167,0.523
"double-unique","unrelated",0.437545356196976,0.214
"finger-thumb","related",0.68961096086736,0.861
"injustice-unfair","related",0.588478452396063,0.8495
"monkey-period","unrelated",0.240209531460655,0.03
"key-destruction","unrelated",0.203931178282146,0.124
"screen-monitor","related",0.603362986599319,0.888
"brown-blue","related",0.539755493376625,0.553
"network-fight","unrelated",0.305303866067828,0.2075
"cement-world","unrelated",0.222021244054681,0.23
"nasty-filthy","related",0.623541149441686,0.851
"refugee-fugitive","related",0.547600358222986,0.665
"artifact-medallion","related",0.28472695798185,0.623
"scare-frighten","related",0.763565011367315,0.876
"illegal-legal","related",0.672097468057473,0.7935
"war-find","unrelated",0.265764194791176,0.166
"butterfly-bird","related",0.490876936546706,0.4715
"alive-dead","related",0.566541879861981,0.754
"healthy-normal","related",0.510692372843815,0.7125
"farmer-worker","related",0.445943650280044,0.752
"arena-teach","unrelated",0.256716932717155,0.1745
"coffin-human","unrelated",0.168324996806974,0.812
"surgeon-rich","unrelated",0.18338262765758,0.135
"inspire-speed","unrelated",0.18083282100451,0.214
"suddenly-boston","unrelated",0.223033764281544,0.005
"candidate-voter","related",0.413092853168925,0.849
"dude-bro","related",0.484148467279675,0.857
"torment-important","unrelated",0.164051102794179,0.101
"examination-beard","unrelated",0.243982481469383,0.05
"wound-injury","related",0.572080533706049,0.8625
"success-station","unrelated",0.277335201992106,0.169
"patient-client","related",0.629296424770532,0.748
"source-informant","related",0.314236903045297,0.5685
"mafia-egg","unrelated",0.17973591385201,0.045
"respect-confidence","related",0.519903642590392,0.7035
"delicate-sensitive","related",0.627478779420157,0.7445
"job-work","related",0.676964937615281,0.8625
"never-arrest","unrelated",0.212139506506218,0.085
"throat-neck","related",0.552042948917381,0.842
"true-real","related",0.556684256497991,0.8485
"magic-wizard","related",0.635170223543885,0.883
"sweet-cute","related",0.458941722759604,0.664
"accidentally-return","unrelated",0.237312258941934,0.245
"nightmare-dream","related",0.485813876170969,0.83
"enthusiasm-passion","related",0.604665932239431,0.862
"size-unknown","unrelated",0.298196101465575,0.135
"conclusion-gratitude","unrelated",0.344042269466635,0.2125
"submarine-boat","related",0.48915252819234,0.768
"anonymous-cancer","unrelated",0.198810263255079,0.16
"call-telephone","related",0.546244195167179,0.8735
"apple-naked","unrelated",0.208432498498895,0.035
"profit-income","related",0.689305221925054,0.86
"shoulder-knee","related",0.471781761750624,0.7055
"feed-yellow","unrelated",0.244257870808156,0.112
"contain-president","unrelated",0.21252886251303,0.1685
"doubt-quarter","unrelated",0.324090222815041,0.1265
"chicken-advise","unrelated",0.204004188510782,0.093
"read-office","unrelated",0.243219087562602,0.241
"horror-fear","related",0.500132849693076,0.8575
"number-address","related",0.421334942392425,0.274
"chemical-abdominal","unrelated",0.198291336696332,0.2125
"bonus-reward","related",0.653380250220336,0.841
"goose-heavily","unrelated",0.266898410399918,0
"cook-chef","related",0.551286905247972,0.8735
"contamination-investor","unrelated",0.185410416895329,0.111
"paper-pen","related",0.493863833344364,0.894
"soup-salad","related",0.436490697611564,0.7525
"death-problem","unrelated",0.335228839734926,0.271
"singer-lieutenant","unrelated",0.243920631043584,0.11
"population-robbery","unrelated",0.236405279819266,0.23
"reading-spectacular","unrelated",0.251347063103914,0.15
"killer-district","unrelated",0.232072029207144,0.131
"learn-surname","unrelated",0.277196337556041,0.1035
"chemistry-request","unrelated",0.311406008768768,0.1
"mud-sand","related",0.468619248789724,0.756
"picture-photo","related",0.788103678754494,0.9135
"bind-usual","unrelated",0.252876120682457,0.104
"late-wolf","unrelated",0.207994148839417,0.05
"spinal-impress","unrelated",0.186050669405068,0.1025
"pacific-constitution","unrelated",0.191183021295891,0.1715
"legion-army","related",0.40659150175758,0.861
"decent-honest","related",0.454781139209994,0.759
"christmas-holiday","related",0.49189533933793,0.8465
"stay-remain","related",0.699726870723579,0.841
"lasagna-spaghetti","related",0.562241372434202,0.8625
"buy-sell","related",0.669520880028567,0.875
"button-disease","unrelated",0.273479511951076,0.0475
"refuge-shelter","related",0.685457689371019,0.896
"engineer-architect","related",0.556544661805163,0.768
"grandfather-grandmother","related",0.84478008791575,0.9905
"today-yesterday","related",0.572883083893444,0.88
"preserve-maintain","related",0.588491261869751,0.59
"combination-mixture","related",0.522048433486593,0.873
"fate-bacon","unrelated",0.226630724413377,0.0725
"milk-juice","related",0.438637088534245,0.777
"freely-there","unrelated",0.340527086690355,0.05
"roman-reasonable","unrelated",0.284666148945374,0.1015
"population-people","related",0.620827847997673,0.86
"commercial-intuition","unrelated",0.120977171193725,0.23
"jealous-angry","related",0.548859351090835,0.831
"final-talent","unrelated",0.307748239506017,0.2325
"comment-statement","related",0.377881194982937,0.775
"playboy-magazine","related",0.414052311258352,0.677
"groom-bride","related",0.5546607108718,0.9715
"banking-medallion","unrelated",0.144612479596137,0.151
"potato-tomato","related",0.497048446658711,0.753
"brutal-armor","unrelated",0.297060107089252,0.4335
"potential-talent","related",0.494263421410025,0.754
"listen-hear","related",0.687608814536353,0.8595
"commander-captain","related",0.618130929710319,0.8585
"aids-hiv","related",0.692435342427872,0.901
"campaign-cognac","unrelated",0.233487871273959,0.0775
"silk-cowboy","unrelated",0.241758783873665,0.106
"thousand-perfect","unrelated",0.263514014658212,0.122
"person-fog","unrelated",0.290399097297265,0.171
"anatomy-psychology","related",0.408716615520554,0.6075
"fate-destiny","related",0.68222276102714,0.8935
"open-team","unrelated",0.267372822242741,0.308
"suck-satellite","unrelated",0.247256147206648,0.035
"radio-television","related",0.472184204100723,0.875
"permission-approval","related",0.62602205603198,0.853
"purpose-winter","unrelated",0.262984168046125,0.116
"secondary-primary","related",0.674432456063267,0.765
"baby-inspiration","unrelated",0.217125231838143,0.156
"squirrel-book","unrelated",0.213524329624599,0.0825
"success-failure","related",0.597541882986478,0.797
"civil-nephew","unrelated",0.239727147064771,0.087
"series-lake","unrelated",0.304721367183022,0.1085
"bush-tree","related",0.325340263732788,0.794
"grandson-nephew","related",0.650868092589807,0.5695
"heavy-heavily","related",0.663943042419807,0.15
"gas-physical","unrelated",0.350286644342403,0.1785
"describe-lick","unrelated",0.378931829509499,0.1
"meaning-chocolate","unrelated",0.213862126069057,0.1215
"sky-funny","unrelated",0.21193852730937,0.1175
"sugar-chocolate","related",0.485572192110848,0.8365
"sad-transmitter","unrelated",0.150500856257554,0.045
"rodeo-cowboy","related",0.505305234938802,0.8935
"oven-player","unrelated",0.379578066930398,0.1105
"grandson-bus","unrelated",0.244039892379968,0.1025
"shine-bright","related",0.712581688610408,0.746
"teenage-excited","unrelated",0.293482147743104,0.206
"allow-hell","unrelated",0.357756523742857,0.1
"needle-creativity","unrelated",0.193949999647438,0.085
"symptom-syndrome","related",0.592558403920857,0.827
"nerve-muscle","related",0.408573053459946,0.7925
"fashionable-elegant","related",0.52896827510976,0.785
"tear-truck","unrelated",0.277498794923723,0.0735
"scratch-bruise","related",0.423871825937523,0.748
"anchor-america","unrelated",0.274390107400943,0.11
"mercenary-assassin","related",0.387910716484371,0.833
"album-song","related",0.522494915291349,0.872
"college-university","related",0.581202115936608,0.925
"commission-committee","related",0.645095313755158,0.833
"screen-early","unrelated",0.234760594118808,0.1635
"experiment-pathetic","unrelated",0.183797985694072,0.1065
"result-stove","unrelated",0.241499668629522,0.078
"suffering-engine","unrelated",0.21417781334466,0.045
"distance-press","unrelated",0.248772083340532,0.2145
"picnic-camping","related",0.472318789529256,0.7675
"positive-galaxy","unrelated",0.209925460629886,0.1235
"down-game","unrelated",0.353186241848836,0.2225
"daddy-production","unrelated",0.21926834627349,0.101
"eternal-forever","related",0.685627487326995,0.871
"horn-whistle","related",0.318167721443956,0.781
"first-last","related",0.579450165578592,0.6285
"victim-attacker","related",0.478429967108302,0.8725
"apple-fruit","related",0.528145009133852,0.919
"paper-danger","unrelated",0.234047571022263,0.175
"see-epidemic","unrelated",0.256623857312015,0.1225
"wait-expect","related",0.434182923296558,0.6615
"dictionary-phrase","related",0.510690614094049,0.726
"nap-sabotage","unrelated",0.21676658968509,0.075
"wine-champagne","related",0.518130188691615,0.8865
"security-simple","unrelated",0.39350596692345,0.218
"romeo-content","unrelated",0.160659897588931,0.1025
"brain-cerebral","related",0.523982985487057,0.8625
"complaint-accusation","related",0.576315786266093,0.754
"internet-challenge","unrelated",0.226085069674629,0.5185
"gunpowder-fugitive","unrelated",0.180676225305223,0.195
"arrival-gorilla","unrelated",0.150295584042011,0.045
"hit-strike","related",0.523653140936952,0.8455
"hot-procedure","unrelated",0.226040466934966,0.23
"decent-device","unrelated",0.347060285998557,0.215
"actually-secure","unrelated",0.279796888856951,0.2275
"federal-state","related",0.392473533741854,0.8285
"jungle-injury","unrelated",0.218142362719483,0.1625
"shirt-jacket","related",0.59972093905356,0.7995
"espionage-sabotage","related",0.420667070037587,0.747
"platform-station","related",0.484108870396603,0.8525
"text-stupidity","unrelated",0.171830152943433,0.111
"sergeant-lieutenant","related",0.59035216380019,0.8375
"ash-greet","unrelated",0.228149506153639,0.0725
"swear-oath","related",0.490971463015934,0.81
"dictionary-sick","unrelated",0.253804563874516,0.1605
"squirrel-raccoon","related",0.570810802309826,0.5255
"witty-funny","related",0.662745611704181,0.846
"club-classic","unrelated",0.441478650598975,0.2785
"satisfied-timer","unrelated",0.236370240548761,0.1
"lightning-provide","unrelated",0.309641453156888,0.1
"research-study","related",0.533461005527051,0.8795
"naval-fleet","related",0.41828792641929,0.8615
"college-suitcase","unrelated",0.241406074270527,0.21
"league-salad","unrelated",0.256053711131929,0.075
"floor-greek","unrelated",0.230710056555292,0.1295
"matter-negative","unrelated",0.242255963880274,0.208
"hot-cold","related",0.554442734251261,0.879
"lord-lady","related",0.434764035852233,0.8585
"irony-constantly","unrelated",0.216399933148715,0.085
"punish-arrest","related",0.456711631510928,0.7555
"firmly-strongly","related",0.654186778094217,0.748
"arena-battlefield","related",0.413186613269426,0.7875
"civil-military","related",0.450713166443491,0.748
"waiter-passion","unrelated",0.233048852031247,0.116
"county-necklace","unrelated",0.168839407554068,0.068
"bear-depression","unrelated",0.165705629018597,0.15
"mental-bar","unrelated",0.356150163825526,0.175
"bravo-alpha","related",0.247311800768895,0.2785
"name-title","related",0.671686354885282,0.754
"society-chair","unrelated",0.23530838920961,0.2025
"lemonade-soda","related",0.498734489805465,0.7685
"alert-wash","unrelated",0.340674891769558,0.1125
"shield-armor","related",0.599491722036619,0.874
"smile-laugh","related",0.587938203782809,0.8835
"obstacle-uniform","unrelated",0.277205781660392,0.1335
"drop-teacher","unrelated",0.236006289640977,0.18
"forget-syringe","unrelated",0.201701373301011,0.0725
"library-museum","related",0.410170274661509,0.709
"potential-arm","unrelated",0.423164988718018,0.135
"drive-ride","related",0.631832897099684,0.758
"million-duck","unrelated",0.252262336918172,0.0275
"league-team","related",0.462598411446752,0.858
"whiskey-jump","unrelated",0.190513723918018,0.0475
"cavalry-accent","unrelated",0.239683763280028,0.045
"champion-four","unrelated",0.205216360541547,0.0865
"teenage-teenager","related",0.888337716603661,0.9
"coach-player","related",0.455240583260639,0.8585
"special-unique","related",0.583635743919207,0.785
"status-filthy","unrelated",0.189131517796457,0.2075
"beast-nose","unrelated",0.280105538839484,0.086
"say-guitar","unrelated",0.282984238860465,0.2225
"court-judge","related",0.477852823750462,0.8665
"turn-rotate","related",0.74805408652127,0.78
"ketchup-party","unrelated",0.268526252381248,0.4245
"kilo-intimate","unrelated",0.222653366359629,0.036
"examine-investigate","related",0.656036658692971,0.8895
"evidence-door","unrelated",0.273385053795881,0.075
"lesbian-location","unrelated",0.236134119574149,0.2075
"cash-money","related",0.623879411181118,1
"evolution-cousin","unrelated",0.214295714952544,0.2295
"fragment-piece","related",0.439680564720958,0.772
"bridge-intentionally","unrelated",0.290716619032072,0
"look-likely","unrelated",0.392021989776019,0.2025
"shooter-duty","unrelated",0.234157725737557,0.2475
"natural-group","unrelated",0.223823936943799,0.2775
"patience-compassion","related",0.539024345758635,0.7965
"tattoo-scar","related",0.383735526151945,0.73
"kidnap-abduct","related",0.718414741525057,0.9165
"offer-accident","unrelated",0.310901035760816,0.12
"burst-explode","related",0.763711777944522,0.8735
"taste-smell","related",0.662936255044098,0.835
"brown-rope","unrelated",0.208695216442912,0.2325
"offer-give","related",0.644926236038655,0.775
"contract-ask","unrelated",0.373721514970975,0.2065
"opening-statue","unrelated",0.162974040294944,0.1225
"envelope-hammer","unrelated",0.3016783771669,0.111
"tower-accept","unrelated",0.266685824922016,0.1
"enable-exaggerate","unrelated",0.30700122853545,0.219
"cow-pig","related",0.414018725952288,0.845
"here-there","related",0.708693947820994,0.702
"protest-survive","unrelated",0.249358369218793,0.2775
"talk-speak","related",0.628538064195794,0.8875
"table-chair","related",0.544085514753747,0.887
"flu-election","unrelated",0.303499827969401,0.1135
"delicate-architect","unrelated",0.302267716113008,0.21
"sofa-bed","related",0.463645002832684,0.85
"single-married","related",0.510942967235513,0.735
"slowly-state","unrelated",0.225390227399821,0.175
"flatter-impress","related",0.44297681058844,0.6035
"current-electricity","related",0.333990701472538,0.893
"jurisdiction-authority","related",0.4925653207455,0.7675
"corner-maintenance","unrelated",0.286175484887065,0.11
"shot-quickly","unrelated",0.341575346041475,0.1155
"kidnap-mistake","unrelated",0.287509680083066,0.1585
"kilometer-honor","unrelated",0.212748124713516,0.03
"briefcase-suitcase","related",0.630000401255165,0.8695
"scary-inform","unrelated",0.214578570564406,0.116
"heavy-vaccine","unrelated",0.156694692707247,0.1085
"butterfly-political","unrelated",0.285037215664617,0.0475
"technology-cruel","unrelated",0.195980926853958,0.0725
"kidney-bye","unrelated",0.22831604976285,0
"nobel-tissue","unrelated",0.200829192601394,0.0785
"finance-invest","related",0.537204397901174,0.787
"clean-erection","unrelated",0.215272591556732,0.0725
"idea-mirror","unrelated",0.254659394967219,0.215
"melt-fence","unrelated",0.215344023833786,0.1
"incident-accident","related",0.590395208468349,0.8595
"yoga-tunnel","unrelated",0.207454201016015,0.045
"spider-dispute","unrelated",0.193447832696781,0.0275
"concept-definition","related",0.724106530381174,0.8435
"proud-heroin","unrelated",0.172126631642025,0.042
"drama-thick","unrelated",0.294460042208639,0.1035
"drink-ling","unrelated",0.394409833111021,0.131
"maybe-probably","related",0.780987983607904,0.803
"hello-car","unrelated",0.354382067847747,0.106
"pacific-atlantic","related",0.581993404742988,0.8475
"bowl-plate","related",0.407859046208959,0.8475
"stamp-clinic","unrelated",0.23854197370316,0.11
"myth-legend","related",0.389860453303329,0.8485
"play-game","related",0.620132507619665,0.8985
"charm-sun","unrelated",0.268792300785656,0.1175
"soup-entrance","unrelated",0.265642939455338,0.1225
"name-functional","unrelated",0.352184534743904,0.2
"deadly-religion","unrelated",0.195412770149413,0.2325
"palace-castle","related",0.482365232107867,0.8135
"shooter-sniper","related",0.60549800309438,0.861
"eye-reply","unrelated",0.282990043867031,0.151
"melt-freeze","related",0.420427206205539,0.837
"ritual-mum","unrelated",0.256624600820947,0.183
"catholic-suggest","unrelated",0.180360648278965,0.0725
"picture-hydrogen","unrelated",0.259926894437944,0.045
"noise-chef","unrelated",0.206097477729333,0.2365
"monument-bathroom","unrelated",0.251039144050594,0.054
"admire-appreciate","related",0.658268048858642,0.812
"weight-height","related",0.528215790255105,0.782
"trigger-activate","related",0.597658883342217,0.7575
"submarine-doctor","unrelated",0.217551475262279,0.0765
"section-paragraph","related",0.607280380855512,0.87
"reception-party","related",0.381897725793641,0.753
"author-actor","related",0.561216155047633,0.5885
"artist-strike","unrelated",0.337036379229209,0.1625
"technology-science","related",0.572525467844101,0.846
"compassionate-generous","related",0.526644308708462,0.743
"demand-lion","unrelated",0.290508644411693,0.0475
"guarantee-headquarters","unrelated",0.255809760236941,0.245
"recognize-eventually","unrelated",0.218547521805226,0.1
"trigger-option","unrelated",0.444315972834369,0.294
"arrange-program","unrelated",0.368819571227027,0.609
"nanny-importance","unrelated",0.162601594163996,0.1625
"nice-lovely","related",0.470498490716869,0.834
"code-password","related",0.434803636907377,0.883
"pulse-fly","unrelated",0.319283228295882,0.165
"hope-faith","related",0.416146071719074,0.8095
"cell-prison","related",0.286645432536962,0.813
"soul-complete","unrelated",0.241504045184789,0.2065
"waste-spend","related",0.431947671916916,0.516
"probability-likely","related",0.638706552499502,0.751
"insult-offend","related",0.613086346351601,0.805
"officially-ventilation","unrelated",0.151999415939187,0.125
"rule-protocol","related",0.588995514126435,0.751
"personal-thirst","unrelated",0.193236029151351,0.233
"road-highway","related",0.540551212962569,0.892
"chicken-turkey","related",0.488088092401492,0.8555
"expert-specialist","related",0.612350180322415,0.872
"enemy-opponent","related",0.597715297243514,0.8465
"embassy-harmony","unrelated",0.224332776595815,0.0785
"impressive-amazing","related",0.610220388967795,0.827
"manager-free","unrelated",0.26541670091049,0.205
"combat-attract","unrelated",0.246032666527436,0.106
"southern-bride","unrelated",0.258012154305966,0.13
"polite-friendly","related",0.484960749720314,0.753
"apply-cemetery","unrelated",0.199664552426561,0.05
"progress-christian","unrelated",0.235133767744567,0.2125
"protest-demonstration","related",0.539920785236417,0.885
"occur-dad","unrelated",0.157161360334154,0.105
"now-know","related",0.435483919202606,0.333
"escort-accompany","related",0.463687309866835,0.741
"evil-breakfast","unrelated",0.135629003883935,0.0475
"combination-heal","unrelated",0.198719763517561,0.172
"critical-political","related",0.402025582993369,0.754
"male-dawn","unrelated",0.258228177813597,0.1015
"dig-football","unrelated",0.360147474248151,0.1375
"naive-cynical","related",0.31895891728169,0.2235
"control-prosecutor","unrelated",0.245895979951784,0.3555
"crack-psychology","unrelated",0.178387243239177,0.2475
"taxi-limousine","related",0.530718883683876,0.827
"attractive-grandmother","unrelated",0.163929547548061,0.1285
"strength-coffee","unrelated",0.253295185005518,0.16
"meaning-importance","related",0.449906313258761,0.707
"golden-remain","unrelated",0.344480318901451,0.0815
"control-manipulate","related",0.52086752210677,0.755
"capsule-realistic","unrelated",0.174264005300039,0.1285
"poet-writer","related",0.429235342271538,0.88
"astronaut-pilot","related",0.444031078079208,0.6895
"reality-fantasy","related",0.446987735707597,0.7555
"smart-intelligent","related",0.566727669416935,0.956
"colony-federation","related",0.325809189009873,0.608
"sin-birthday","unrelated",0.265151710775644,0.075
"marathon-snake","unrelated",0.24653795138272,0.03
"vein-rarely","unrelated",0.208477396146496,5e-04
"lord-privacy","unrelated",0.255174521466281,0.1225
"excellent-great","related",0.554287467550149,0.8965
"camp-beer","unrelated",0.300082326276119,0.6625
"old-battlefield","unrelated",0.190272304781042,0.2395
"presence-spaghetti","unrelated",0.215489310801236,0.075
"uncomfortable-unpleasant","related",0.749585551838403,0.83
"ambassador-minister","related",0.479282987146186,0.7695
"fix-repair","related",0.720644914062572,0.9
"create-hard","unrelated",0.259028144518694,0.245
"opinion-corpse","unrelated",0.280462086601065,0.034
"feed-eat","related",0.541067740643939,0.8375
"orgasm-erection","related",0.470070279085678,0.837
"class-school","related",0.510524725993663,0.8615
"down-up","related",0.522603520930875,0.225
"night-symbol","unrelated",0.315373299452718,0.213
"smash-break","related",0.503356392659307,0.8625
"nasty-thunder","unrelated",0.236555620141441,0.045
"pistol-global","unrelated",0.183873938912776,0.0725
"capital-city","related",0.450462691596538,0.8845
"tuna-lobster","related",0.407044406785974,0.681
"data-information","related",0.581441784859539,0.888
"shoulder-beauty","unrelated",0.220706619261001,0.1455
"report-inform","related",0.535328238782794,0.6475
"journalism-politics","related",0.467111949874048,0.799
"little-news","unrelated",0.285654157902016,0.2575
"diploma-inherit","unrelated",0.236629079201588,0.2285
"trophy-medal","related",0.530441059631066,0.8585
"gain-win","related",0.56829121442587,0.8075
"warm-cool","related",0.496255328986923,0.755
"river-lake","related",0.627895733555617,0.825
"landing-flight","related",0.536706216786345,0.872
"valuable-atmosphere","unrelated",0.11463175352311,0.215
"advertising-marketing","related",0.607679619106929,0.858
"worried-height","unrelated",0.196188960208925,0.131
"lamp-candle","related",0.545797726207205,0.848
"toilet-connection","unrelated",0.237102587617568,0.11
"clan-web","unrelated",0.223718980883006,0.21
"proceed-mayonnaise","unrelated",0.185562523139924,5e-04
"crown-throne","related",0.558109063636322,0.8715
"national-global","related",0.494809133741689,0.752
"record-recording","related",0.66197132665793,0.8735
"call-external","unrelated",0.274895015699951,0.156
"front-rear","related",0.607892401095633,0.859
"contamination-radiation","related",0.43365562266988,0.748
"tenant-butt","unrelated",0.302876987273492,0.043
"war-battle","related",0.640843139758898,0.9035
"workshop-cheek","unrelated",0.219682157202794,0.1
"round-tooth","unrelated",0.303717427196671,0.3985
"attractive-charming","related",0.567939740644143,0.811
"aspirin-orbit","unrelated",0.25415672331613,0.0475
"passenger-driver","related",0.518633810454171,0.845
"poet-hole","unrelated",0.263815192932314,0.081
"throat-captain","unrelated",0.219888809199879,0.075
"alert-alarm","related",0.760711008578922,0.8485
"forgiveness-pill","unrelated",0.179395913782003,0.1325
"workshop-garage","related",0.402097223087257,0.692
"fair-reasonable","related",0.669730734110043,0.76
"superman-remarkable","unrelated",0.253308433698458,0.2075
"inspector-commissioner","related",0.548934258842867,0.669
"suicide-murder","related",0.502001862203727,0.746
"ordinary-usual","related",0.780133153063246,0.734
"princess-prince","related",0.655987998762392,0.905
"cash-destiny","unrelated",0.18575324611955,0.101
"mouse-photographer","unrelated",0.261869884580782,0.11
"opening-closure","related",0.561076929099726,0.832
"hobby-cerebral","unrelated",0.189159471444667,0.131
"sword-knife","related",0.647972227458824,0.857
"recover-heal","related",0.467971732362619,0.872
"marine-navy","related",0.407244074437923,0.871
"hire-rent","related",0.659363432428862,0.87
"grain-ironic","unrelated",0.231291733861366,0.05
"mouth-nose","related",0.485525967613884,0.802
"consider-light","unrelated",0.312665192181403,0.1435
"lightning-thunder","related",0.683486762533479,0.9
"contract-agreement","related",0.530458790210622,0.864
"racist-performance","unrelated",0.161890425489337,0.1695
"push-pull","related",0.6985864169702,0.7975
"lie-liar","related",0.567917525941748,0.8585
"health-education","related",0.46423694565096,0.75
"shirt-worry","unrelated",0.240623193101032,0.101
"necessary-need","related",0.709566794002477,0.751
"kilo-gram","related",0.390502524394973,0.912
"leave-dress","unrelated",0.214507191458462,0.2135
"grab-catch","related",0.641911828358514,0.81
"anger-rent","unrelated",0.349911431576631,0.138
"boot-assistant","unrelated",0.303868210432344,0.1235
"show-sailor","unrelated",0.331953830907355,0.161
"anniversary-birthday","related",0.575130755801968,0.827
"near-far","related",0.58761817971974,0.2605
"tasty-delicious","related",0.793774743423905,0.965
"lip-writer","unrelated",0.273833767886787,0.101
"equipment-honest","unrelated",0.248833466052023,0.079
"factor-junior","unrelated",0.243784961004022,0.21
"deadly-fatal","related",0.548291757214937,0.8535
"locked-closed","related",0.645211372428207,0.827
"uncle-dad","related",0.461886761298311,0.737
