"pair","type","cosine_similarity","prompt_similarity"
"count-bullet","unrelated",0.421632826579861,0.112
"ritual-ceremony","related",0.519887172660486,0.85
"century-decade","related",0.679353086339358,0.8
"crew-instrument","unrelated",0.447078541518321,0.112
"wait-psychological","unrelated",0.130707280400229,0.112
"illusion-hallucination","related",0.482538623321475,0.857
"stand-sit","related",0.500173020765969,0.5
"stubborn-selfish","related",0.411801215503137,0.5
"administration-keep","unrelated",0.32571116267109,0.112
"drop-sip","related",0.322317737031043,0.442
"zombie-vampire","related",0.596408038195644,0.724
"orchestra-lizard","unrelated",0.202856425460231,0
"grave-accompany","unrelated",0.262169186903835,0
"capacity-pig","unrelated",0.23355003749644,0
"physics-mathematics","related",0.506196916036428,0.85
"form-sign","related",0.502804157346783,0.3
"now-fatal","unrelated",0.220905148249352,0
"future-past","related",0.571450925956758,0.8
"creation-defend","unrelated",0.290117620267865,0.11
"ready-prepare","related",0.664056434018093,0.654
"source-think","unrelated",0.341687103026111,0
"ming-ling","related",0.506627744732364,0.2
"trap-bait","related",0.485786383578298,0.8
"flatter-amount","unrelated",0.213367543185953,0
"cell-stop","unrelated",0.263552547003817,0.112
"strong-weak","related",0.688608156733583,0.8
"poor-rich","related",0.474746742098261,0.8
"view-work","unrelated",0.332642564451062,0.237
"garlic-closed","unrelated",0.147894856380043,0
"temple-monastery","related",0.551958598388332,0.786
"fake-false","related",0.580667128523188,0.8
"bind-tie","related",0.556829993393477,0.9
"place-location","related",0.717954252062275,1
"sum-amount","related",0.548975336707379,0.9
"groom-sentence","unrelated",0.210304389451366,0
"art-put","unrelated",0.399358702127447,0.1
"ready-different","unrelated",0.32733493051099,0
"amateur-professional","related",0.453511620853446,0.75
"unit-marriage","unrelated",0.300342628944882,0.12
"just-assistance","unrelated",0.317549542103212,0
"change-fourth","unrelated",0.249865207600723,0.15
"number-education","unrelated",0.197826839580335,0.2
"operational-functional","related",0.533119210398184,0.75
"nail-politics","unrelated",0.2330235925217,0
"manager-boss","related",0.6358000242715,0.875
"reading-writing","related",0.57072550603638,0.872
"snack-lunch","related",0.567531980659354,0.678
"chance-possibility","related",0.636610056195846,0.822
"resignation-refresh","unrelated",0.28895988381364,0.112
"fall-musician","unrelated",0.235666567435526,0.1
"already-still","related",0.441974631704644,0.15
"eliminate-remove","related",0.622326948400772,0.9
"matter-particle","related",0.617779241358997,0.8
"treasure-wealth","related",0.488261440589828,0.85
"gesture-act","related",0.500190080814783,0.75
"sofa-bright","unrelated",0.200752075924138,0
"alcohol-drug","related",0.394456368322462,0.825
"air-oxygen","related",0.338728694071996,0.875
"swallow-yesterday","unrelated",0.193939374582797,0.103
"washington-boston","related",0.410469317194634,0.651
"courage-determination","related",0.450407747361285,0.85
"body-financial","unrelated",0.327314496880697,0.112
"oven-stove","related",0.50922204859031,0.875
"sober-wide","unrelated",0.245019091715466,0
"kiss-fraud","unrelated",0.22933221505599,0
"liquid-apartment","unrelated",0.223892351770264,0.05
"hanging-entrepreneur","unrelated",0.150790432502266,0.1
"ming-knee","unrelated",0.182273449958773,0
"hearing-trial","related",0.355501405039167,0.21
"double-unique","unrelated",0.437545356196976,0.125
"finger-thumb","related",0.689588835614842,0.9
"injustice-unfair","related",0.588478452396063,0.845
"monkey-period","unrelated",0.240209531460655,0
"key-destruction","unrelated",0.20396842838592,0.125
"screen-monitor","related",0.603344761571054,0.9
"brown-blue","related",0.539738384291319,0.1
"network-fight","unrelated",0.305427893368291,0.2
"cement-world","unrelated",0.222056927748993,0.15
"nasty-filthy","related",0.623546328939131,0.867
"refugee-fugitive","related",0.547623677863386,0.5
"artifact-medallion","related",0.284738715942535,0.487
"scare-frighten","related",0.76353263274141,0.8
"illegal-legal","related",0.672042562033929,0.9
"war-find","unrelated",0.265797881791657,0.095
"butterfly-bird","related",0.4908714704828,0.455
"alive-dead","related",0.566575261061288,0
"healthy-normal","related",0.510712044331961,0.522
"farmer-worker","related",0.445867114196363,0.677
"arena-teach","unrelated",0.256738770003821,0.112
"coffin-human","unrelated",0.168324996806974,0.9
"surgeon-rich","unrelated",0.183432985899082,0
"inspire-speed","unrelated",0.180864677846695,0.112
"suddenly-boston","unrelated",0.223037489031989,0
"candidate-voter","related",0.413092853168925,0.8
"dude-bro","related",0.484135487039834,0.852
"torment-important","unrelated",0.164051102794179,0
"examination-beard","unrelated",0.243908060543467,0.045
"wound-injury","related",0.572153851712168,0.9
"success-station","unrelated",0.277299867716168,0.143
"patient-client","related",0.629350571742481,0.742
"source-informant","related",0.314312061768337,0.5
"mafia-egg","unrelated",0.179751681789265,0
"respect-confidence","related",0.519903642590392,0.675
"delicate-sensitive","related",0.627520627693876,0.8
"job-work","related",0.676982215678672,0.9
"never-arrest","unrelated",0.212143863429327,0
"throat-neck","related",0.55207403418602,0.8
"true-real","related",0.556684256497991,0.9
"magic-wizard","related",0.635232485686744,0.875
"sweet-cute","related",0.458848132297863,0.524
"accidentally-return","unrelated",0.237297014782914,0
"nightmare-dream","related",0.485847834085995,0.8
"enthusiasm-passion","related",0.604637523692303,0.9
"size-unknown","unrelated",0.298191219052222,0.1
"conclusion-gratitude","unrelated",0.344122738663176,0.125
"submarine-boat","related",0.48910677465066,0.812
"anonymous-cancer","unrelated",0.198661789993394,0
"call-telephone","related",0.546373060908089,0.9
"apple-naked","unrelated",0.208424087543044,0
"profit-income","related",0.689315820201053,0.8
"shoulder-knee","related",0.471822805838258,0.456
"feed-yellow","unrelated",0.244220845050809,0
"contain-president","unrelated",0.21252886251303,0
"doubt-quarter","unrelated",0.324090222815041,0.1
"chicken-advise","unrelated",0.204030756763183,0
"read-office","unrelated",0.243232348071223,0.15
"horror-fear","related",0.500132849693076,0.85
"number-address","related",0.421372127599158,0.2
"chemical-abdominal","unrelated",0.198338294175056,0.112
"bonus-reward","related",0.653340525136425,0.8
"goose-heavily","unrelated",0.266819838213764,0
"cook-chef","related",0.551286905247972,0.9
"contamination-investor","unrelated",0.185401932280658,0.051
"paper-pen","related",0.493901522582337,0.843
"soup-salad","related",0.436490697611564,0.745
"death-problem","unrelated",0.33522589385695,0.15
"singer-lieutenant","unrelated",0.243952194813561,0.112
"population-robbery","unrelated",0.236414187352156,0.2
"reading-spectacular","unrelated",0.251342245801955,0
"killer-district","unrelated",0.232072029207144,0.1
"learn-surname","unrelated",0.27715425775465,0.113
"chemistry-request","unrelated",0.311406008768768,0.112
"mud-sand","related",0.468662176952291,0.75
"picture-photo","related",0.788103678754494,0.9
"bind-usual","unrelated",0.252844578863491,0
"late-wolf","unrelated",0.208036462011368,0
"spinal-impress","unrelated",0.186042426323725,0
"pacific-constitution","unrelated",0.191228045860888,0.112
"legion-army","related",0.40659150175758,0.873
"decent-honest","related",0.454781139209994,0.8
"christmas-holiday","related",0.491851076777754,0.8
"stay-remain","related",0.699719296754549,0.9
"lasagna-spaghetti","related",0.562176915477184,0.85
"buy-sell","related",0.669505352803801,0.8
"button-disease","unrelated",0.273479511951076,0
"refuge-shelter","related",0.685442538263071,0.9
"engineer-architect","related",0.556594813201285,0.8
"grandfather-grandmother","related",0.84478008791575,1
"today-yesterday","related",0.572750045248906,0.8
"preserve-maintain","related",0.588473199283497,0.634
"combination-mixture","related",0.522048433486593,0.875
"fate-bacon","unrelated",0.22664596569253,0
"milk-juice","related",0.438647001889454,0.8
"freely-there","unrelated",0.34058375775107,0
"roman-reasonable","unrelated",0.284704190254838,0
"population-people","related",0.620827847997673,0.9
"commercial-intuition","unrelated",0.120977171193725,0.112
"jealous-angry","related",0.548873854922071,0.623
"final-talent","unrelated",0.30774509400648,0.2
"comment-statement","related",0.377942781034945,0.8
"playboy-magazine","related",0.414039744253637,0.354
"groom-bride","related",0.554704249968025,0.85
"banking-medallion","unrelated",0.144634030694621,0.112
"potato-tomato","related",0.497048446658711,0.75
"brutal-armor","unrelated",0.297060107089252,0.2
"potential-talent","related",0.494228595249882,0.674
"listen-hear","related",0.687608814536353,0.875
"commander-captain","related",0.618130929710319,0.8
"aids-hiv","related",0.692435342427872,0.9
"campaign-cognac","unrelated",0.233448556110886,0.112
"silk-cowboy","unrelated",0.241687305929138,0.065
"thousand-perfect","unrelated",0.26355419289,0
"person-fog","unrelated",0.290418678591917,0.045
"anatomy-psychology","related",0.408785278237729,0.523
"fate-destiny","related",0.682173053801289,0.924
"open-team","unrelated",0.267477798538778,0.1
"suck-satellite","unrelated",0.247306979629117,0
"radio-television","related",0.472208092392393,0.85
"permission-approval","related",0.626027207191601,0.823
"purpose-winter","unrelated",0.262984168046125,0.1
"secondary-primary","related",0.674490341733632,0.9
"baby-inspiration","unrelated",0.217128494412087,0.125
"squirrel-book","unrelated",0.213524329624599,0.05
"success-failure","related",0.597541882986478,0.754
"civil-nephew","unrelated",0.23971539311099,0
"series-lake","unrelated",0.304651468855698,0.038
"bush-tree","related",0.325317090592833,0.8
"grandson-nephew","related",0.650867200186647,0.654
"heavy-heavily","related",0.663933425005962,0
"gas-physical","unrelated",0.350286644342403,0.15
"describe-lick","unrelated",0.37899415680438,0
"meaning-chocolate","unrelated",0.213850450698593,0.123
"sky-funny","unrelated",0.211931915598219,0
"sugar-chocolate","related",0.485572192110848,0.85
"sad-transmitter","unrelated",0.150492460112853,0
"rodeo-cowboy","related",0.505343392190878,0.875
"oven-player","unrelated",0.379558482392562,0.071
"grandson-bus","unrelated",0.244039892379968,0.045
"shine-bright","related",0.712588337272616,0.8
"teenage-excited","unrelated",0.293538589345113,0
"allow-hell","unrelated",0.357775016382917,0
"needle-creativity","unrelated",0.193949999647438,0.1
"symptom-syndrome","related",0.592481699557438,0.857
"nerve-muscle","related",0.408558679156744,0.675
"fashionable-elegant","related",0.528951877655846,0.758
"tear-truck","unrelated",0.277498794923723,0
"scratch-bruise","related",0.423871825937523,0.724
"anchor-america","unrelated",0.274395412432911,0.05
"mercenary-assassin","related",0.387805730516225,0.875
"album-song","related",0.522478141585853,0.85
"college-university","related",0.581268714769066,0.9
"commission-committee","related",0.645137460680186,0.786
"screen-early","unrelated",0.23445697042683,0.112
"experiment-pathetic","unrelated",0.183797985694072,0.1
"result-stove","unrelated",0.241462790038277,0.1
"suffering-engine","unrelated",0.214192043781312,0
"distance-press","unrelated",0.248772083340532,0.1
"picnic-camping","related",0.472250975517484,0.75
"positive-galaxy","unrelated",0.209900634755572,0.1
"down-game","unrelated",0.353119284894907,0.15
"daddy-production","unrelated",0.219194833365858,0.1
"eternal-forever","related",0.685654351357626,0.9
"horn-whistle","related",0.318200370569123,0.786
"first-last","related",0.579465144831505,0.112
"victim-attacker","related",0.478429967108302,0.834
"apple-fruit","related",0.528145009133852,0.9
"paper-danger","unrelated",0.234047571022263,0.1
"see-epidemic","unrelated",0.256623857312015,0.1
"wait-expect","related",0.434064047361184,0.55
"dictionary-phrase","related",0.510690614094049,0.654
"nap-sabotage","unrelated",0.216785092503321,0.1
"wine-champagne","related",0.518087072946302,0.9
"security-simple","unrelated",0.393476965855584,0.1
"romeo-content","unrelated",0.160598530322289,0.1
"brain-cerebral","related",0.524056871922401,0.85
"complaint-accusation","related",0.576401550495341,0.754
"internet-challenge","unrelated",0.226050286351317,0.2
"gunpowder-fugitive","unrelated",0.18071517329852,0.103
"arrival-gorilla","unrelated",0.150295584042011,0
"hit-strike","related",0.523652924869049,0.825
"hot-procedure","unrelated",0.226040466934966,0.1
"decent-device","unrelated",0.347060285998557,0.112
"actually-secure","unrelated",0.279796888856951,0.083
"federal-state","related",0.392447438728306,0.8
"jungle-injury","unrelated",0.218142362719483,0.1
"shirt-jacket","related",0.599713024146722,0.826
"espionage-sabotage","related",0.420667070037587,0.652
"platform-station","related",0.484125677787374,0.8
"text-stupidity","unrelated",0.171830152943433,0
"sergeant-lieutenant","related",0.590322172338782,0.8
"ash-greet","unrelated",0.227785055507681,0
"swear-oath","related",0.491004578174357,0.85
"dictionary-sick","unrelated",0.253839054060102,0
"squirrel-raccoon","related",0.570744886879443,0.654
"witty-funny","related",0.662726785636504,0.8
"club-classic","unrelated",0.441478650598975,0.112
"satisfied-timer","unrelated",0.236377310662285,0
"lightning-provide","unrelated",0.30965471353952,0
"research-study","related",0.533461005527051,0.857
"naval-fleet","related",0.418234989717473,0.8
"college-suitcase","unrelated",0.241406074270527,0.112
"league-salad","unrelated",0.256004971142517,0.1
"floor-greek","unrelated",0.230682751310311,0.112
"matter-negative","unrelated",0.242255963880274,0.1
"hot-cold","related",0.554295417249806,0.889
"lord-lady","related",0.434764035852233,0.8
"irony-constantly","unrelated",0.216418582732527,0
"punish-arrest","related",0.456763341682889,0.678
"firmly-strongly","related",0.654182596605163,0.2
"arena-battlefield","related",0.413186613269426,0.654
"civil-military","related",0.450713166443491,0.732
"waiter-passion","unrelated",0.233080231619407,0.112
"county-necklace","unrelated",0.168839407554068,0.045
"bear-depression","unrelated",0.165633637013638,0.05
"mental-bar","unrelated",0.356106383518366,0.045
"bravo-alpha","related",0.247336759892454,0.15
"name-title","related",0.671686354885282,0.654
"society-chair","unrelated",0.235286783362356,0.112
"lemonade-soda","related",0.498715249483011,0.8
"alert-wash","unrelated",0.340794366059317,0.1
"shield-armor","related",0.599537697552899,0.865
"smile-laugh","related",0.587938203782809,0.8
"obstacle-uniform","unrelated",0.277205781660392,0.1
"drop-teacher","unrelated",0.236039775133779,0.112
"forget-syringe","unrelated",0.201701373301011,0.05
"library-museum","related",0.410216810208246,0.654
"potential-arm","unrelated",0.423057205837858,0
"drive-ride","related",0.631873321318079,0.75
"million-duck","unrelated",0.252235624872832,0
"league-team","related",0.462592650634833,0.8
"whiskey-jump","unrelated",0.190458104058893,0
"cavalry-accent","unrelated",0.239723533076967,0.1
"champion-four","unrelated",0.205229916469617,0
"teenage-teenager","related",0.88830347452529,0.95
"coach-player","related",0.455240583260639,0.85
"special-unique","related",0.583635743919207,0.8
"status-filthy","unrelated",0.189131517796457,0.112
"beast-nose","unrelated",0.28015425253742,0.045
"say-guitar","unrelated",0.283005052019602,0.112
"court-judge","related",0.477866959251137,0.8
"turn-rotate","related",0.748161774093431,0.85
"ketchup-party","unrelated",0.268526648188222,0.215
"kilo-intimate","unrelated",0.222669132495338,0
"examine-investigate","related",0.656036658692971,0.9
"evidence-door","unrelated",0.273367162600481,0
"lesbian-location","unrelated",0.23608062523479,0.112
"cash-money","related",0.620663035519172,1
"evolution-cousin","unrelated",0.214295714952544,0.2
"fragment-piece","related",0.439680564720958,0.8
"bridge-intentionally","unrelated",0.289626334584013,0
"look-likely","unrelated",0.391992273603067,0
"shooter-duty","unrelated",0.234150100333939,0.2
"natural-group","unrelated",0.223733470908368,0.158
"patience-compassion","related",0.539021074013017,0.667
"tattoo-scar","related",0.383729863404428,0.654
"kidnap-abduct","related",0.718463486424965,1
"offer-accident","unrelated",0.310880152426532,0.1
"burst-explode","related",0.763711777944522,0.844
"taste-smell","related",0.662891484659263,0.867
"brown-rope","unrelated",0.208732700730791,0.112
"offer-give","related",0.644926236038655,0.85
"contract-ask","unrelated",0.373651089801675,0.112
"opening-statue","unrelated",0.162953845596986,0.112
"envelope-hammer","unrelated",0.301659735269935,0.05
"tower-accept","unrelated",0.266737377641359,0
"enable-exaggerate","unrelated",0.30700122853545,0.045
"cow-pig","related",0.414018725952288,0.8
"here-there","related",0.708621342274153,0
"protest-survive","unrelated",0.249358369218793,0.112
"talk-speak","related",0.62852323775754,0.9
"table-chair","related",0.544013586409116,0.847
"flu-election","unrelated",0.303499827969401,0
"delicate-architect","unrelated",0.302241242909153,0.112
"sofa-bed","related",0.463525126364775,0.8
"single-married","related",0.510942967235513,0.75
"slowly-state","unrelated",0.225459325260766,0
"flatter-impress","related",0.44297681058844,0.233
"current-electricity","related",0.333990701472538,0.845
"jurisdiction-authority","related",0.492574797935886,0.826
"corner-maintenance","unrelated",0.286175484887065,0.104
"shot-quickly","unrelated",0.341549464627958,0
"kidnap-mistake","unrelated",0.287544422378639,0.112
"kilometer-honor","unrelated",0.21287857051142,0
"briefcase-suitcase","related",0.630000401255165,0.85
"scary-inform","unrelated",0.214578570564406,0
"heavy-vaccine","unrelated",0.1566451129696,0.1
"butterfly-political","unrelated",0.285037215664617,0
"technology-cruel","unrelated",0.195990998905232,0
"kidney-bye","unrelated",0.228283434665154,0
"nobel-tissue","unrelated",0.200711194535983,0.05
"finance-invest","related",0.53717589119111,0.764
"clean-erection","unrelated",0.215272591556732,0.112
"idea-mirror","unrelated",0.254659394967219,0.1
"melt-fence","unrelated",0.215344023833786,0
"incident-accident","related",0.590346684363272,0.892
"yoga-tunnel","unrelated",0.207481438622732,0.05
"spider-dispute","unrelated",0.193447832696781,0
"concept-definition","related",0.724106530381174,0.8
"proud-heroin","unrelated",0.172121624457873,0
"drama-thick","unrelated",0.294449809481486,0.112
"drink-ling","unrelated",0.394396126480366,0.123
"maybe-probably","related",0.780898089866891,0.849
"hello-car","unrelated",0.354322059918865,0
"pacific-atlantic","related",0.581997649433591,0.789
"bowl-plate","related",0.407789079255017,0.8
"stamp-clinic","unrelated",0.238561256156918,0.035
"myth-legend","related",0.389937401010912,0.8
"play-game","related",0.620152822404509,0.85
"charm-sun","unrelated",0.268792300785656,0.1
"soup-entrance","unrelated",0.265642939455338,0
"name-functional","unrelated",0.352184534743904,0.112
"deadly-religion","unrelated",0.195412770149413,0.2
"palace-castle","related",0.482353555984003,0.754
"shooter-sniper","related",0.605520785727003,0.864
"eye-reply","unrelated",0.283015809942669,0.112
"melt-freeze","related",0.420427206205539,0.785
"ritual-mum","unrelated",0.25667146102589,0.204
"catholic-suggest","unrelated",0.180381078090257,0
"picture-hydrogen","unrelated",0.259926894437944,0.05
"noise-chef","unrelated",0.206108638666697,0.15
"monument-bathroom","unrelated",0.251075875970499,0.05
"admire-appreciate","related",0.658271110830806,0.8
"weight-height","related",0.528215790255105,0.4
"trigger-activate","related",0.59770224387558,0.2
"submarine-doctor","unrelated",0.217551475262279,0.1
"section-paragraph","related",0.607249924026098,0.8
"reception-party","related",0.381906803903335,0.75
"author-actor","related",0.561136718705141,0.667
"artist-strike","unrelated",0.337036379229209,0.134
"technology-science","related",0.572547511469464,0.85
"compassionate-generous","related",0.526644308708462,0.789
"demand-lion","unrelated",0.290591077581132,0
"guarantee-headquarters","unrelated",0.255809760236941,0.1
"recognize-eventually","unrelated",0.218547521805226,0
"trigger-option","unrelated",0.444257393359897,0.205
"arrange-program","unrelated",0.368819571227027,0.345
"nanny-importance","unrelated",0.16262788292863,0.1
"nice-lovely","related",0.470498490716869,0.8
"code-password","related",0.434766453527737,0.789
"pulse-fly","unrelated",0.319162459329655,0.092
"hope-faith","related",0.416164662374005,0.8
"cell-prison","related",0.286508667459995,0.754
"soul-complete","unrelated",0.241672015825289,0.112
"waste-spend","related",0.431938691576411,0.254
"probability-likely","related",0.63871637550073,0.75
"insult-offend","related",0.613104335955495,0.75
"officially-ventilation","unrelated",0.151999415939187,0
"rule-protocol","related",0.589009684328556,0.783
"personal-thirst","unrelated",0.193147761304604,0.134
"road-highway","related",0.540499739569746,0.875
"chicken-turkey","related",0.488062166635204,0.864
"expert-specialist","related",0.612328393523843,0.9
"enemy-opponent","related",0.597705343045146,0.75
"embassy-harmony","unrelated",0.224332776595815,0.1
"impressive-amazing","related",0.610220388967795,0.8
"manager-free","unrelated",0.265468924875767,0.1
"combat-attract","unrelated",0.246032666527436,0
"southern-bride","unrelated",0.257978739242011,0.1
"polite-friendly","related",0.485017098292327,0.678
"apply-cemetery","unrelated",0.199664552426561,0
"progress-christian","unrelated",0.235136425813292,0.112
"protest-demonstration","related",0.539920785236417,0.9
"occur-dad","unrelated",0.157161360334154,0
"now-know","related",0.435483919202606,0
"escort-accompany","related",0.463701877917361,0.75
"evil-breakfast","unrelated",0.135658270353167,0
"combination-heal","unrelated",0.198632677658498,0.1
"critical-political","related",0.402010769686707,0.668
"male-dawn","unrelated",0.258228177813597,0.1
"dig-football","unrelated",0.360149176727952,0.112
"naive-cynical","related",0.319010547666884,0.215
"control-prosecutor","unrelated",0.245890789378315,0.233
"crack-psychology","unrelated",0.178349266186199,0.2
"taxi-limousine","related",0.530963711701911,0.842
"attractive-grandmother","unrelated",0.163942189088161,0.1
"strength-coffee","unrelated",0.253295185005518,0.05
"meaning-importance","related",0.449868257163543,0.643
"golden-remain","unrelated",0.344395344874511,0.112
"control-manipulate","related",0.520882397341793,0.654
"capsule-realistic","unrelated",0.174357241037709,0
"poet-writer","related",0.429269298893583,0.875
"astronaut-pilot","related",0.444031078079208,0.5
"reality-fantasy","related",0.447023594608952,0.754
"smart-intelligent","related",0.566727669416935,1
"colony-federation","related",0.325775144706403,0.567
"sin-birthday","unrelated",0.265137040439188,0.1
"marathon-snake","unrelated",0.246623384930449,0.055
"vein-rarely","unrelated",0.208477396146496,0
"lord-privacy","unrelated",0.255174521466281,0.1
"excellent-great","related",0.55425354328375,0.8
"camp-beer","unrelated",0.300082326276119,0.412
"old-battlefield","unrelated",0.190307118790718,0.1
"presence-spaghetti","unrelated",0.21547898758435,0
"uncomfortable-unpleasant","related",0.749585551838403,0.873
"ambassador-minister","related",0.479296261995732,0.75
"fix-repair","related",0.720647837160917,0.9
"create-hard","unrelated",0.259051216106507,0.1
"opinion-corpse","unrelated",0.280462086601065,0
"feed-eat","related",0.541067740643939,0.8
"orgasm-erection","related",0.470065849637986,0.8
"class-school","related",0.51040383201484,0.8
"down-up","related",0.522674821914793,0.1
"night-symbol","unrelated",0.315434024535483,0.213
"smash-break","related",0.503356392659307,0.8
"nasty-thunder","unrelated",0.236555175932872,0
"pistol-global","unrelated",0.183873938912776,0.1
"capital-city","related",0.450462691596538,0.8
"tuna-lobster","related",0.406989817111576,0.75
"data-information","related",0.581294586116743,0.878
"shoulder-beauty","unrelated",0.220711398104154,0.15
"report-inform","related",0.535362641573079,0.213
"journalism-politics","related",0.467137003929198,0.754
"little-news","unrelated",0.285654157902016,0.112
"diploma-inherit","unrelated",0.236628329184491,0.212
"trophy-medal","related",0.530479016476577,0.85
"gain-win","related",0.56829121442587,0.75
"warm-cool","related",0.496198025022004,0.15
"river-lake","related",0.627895733555617,0.75
"landing-flight","related",0.536697738974022,0.768
"valuable-atmosphere","unrelated",0.114639136572224,0.2
"advertising-marketing","related",0.60770203152707,0.875
"worried-height","unrelated",0.196188960208925,0
"lamp-candle","related",0.545797726207205,0.75
"toilet-connection","unrelated",0.237102587617568,0.112
"clan-web","unrelated",0.223676710430809,0.134
"proceed-mayonnaise","unrelated",0.185523712065635,0
"crown-throne","related",0.558112466956466,0.875
"national-global","related",0.494809133741689,0.654
"record-recording","related",0.661924384795547,0.8
"call-external","unrelated",0.274950021362582,0.112
"front-rear","related",0.60793586823864,0.866
"contamination-radiation","related",0.43365562266988,0.75
"tenant-butt","unrelated",0.302927771877324,0
"war-battle","related",0.640820913057398,0.85
"workshop-cheek","unrelated",0.219682157202794,0.05
"round-tooth","unrelated",0.303842338110649,0.2
"attractive-charming","related",0.56786922140598,0.8
"aspirin-orbit","unrelated",0.25415672331613,0.05
"passenger-driver","related",0.51864010135911,0.75
"poet-hole","unrelated",0.263786219930618,0.05
"throat-captain","unrelated",0.219884086501759,0
"alert-alarm","related",0.760696571640387,0.8
"forgiveness-pill","unrelated",0.179400347346769,0
"workshop-garage","related",0.402069649021623,0.675
"fair-reasonable","related",0.669763491991205,0.75
"superman-remarkable","unrelated",0.253308433698458,0.15
"inspector-commissioner","related",0.548934258842867,0.679
"suicide-murder","related",0.502001862203727,0.8
"ordinary-usual","related",0.780133153063246,0.8
"princess-prince","related",0.65598987652617,0.9
"cash-destiny","unrelated",0.18575324611955,0.1
"mouse-photographer","unrelated",0.261892456314811,0.045
"opening-closure","related",0.561076929099726,0.675
"hobby-cerebral","unrelated",0.189160078460595,0.15
"sword-knife","related",0.648007818485213,0.8
"recover-heal","related",0.468093088086415,0.845
"marine-navy","related",0.407244845193296,0.75
"hire-rent","related",0.659363432428862,0.8
"grain-ironic","unrelated",0.231291733861366,0
"mouth-nose","related",0.485525967613884,0.8
"consider-light","unrelated",0.312665192181403,0.112
"lightning-thunder","related",0.683489186079281,0.85
"contract-agreement","related",0.530497391928344,0.9
"racist-performance","unrelated",0.161890425489337,0.1
"push-pull","related",0.698583310402223,0.8
"lie-liar","related",0.567917525941748,0.9
"health-education","related",0.46423694565096,0.75
"shirt-worry","unrelated",0.240623193101032,0
"necessary-need","related",0.709553260268649,0.85
"kilo-gram","related",0.390397608081552,0.9
"leave-dress","unrelated",0.214526240805218,0.204
"grab-catch","related",0.641911828358514,0.842
"anger-rent","unrelated",0.349911431576631,0.083
"boot-assistant","unrelated",0.303877747790385,0.112
"show-sailor","unrelated",0.331907187223905,0.112
"anniversary-birthday","related",0.575167235472089,0.9
"near-far","related",0.587622519526909,0.15
"tasty-delicious","related",0.793816414412932,1
"lip-writer","unrelated",0.27401029047625,0.045
"equipment-honest","unrelated",0.248855064967351,0
"factor-junior","unrelated",0.243803969838004,0.15
"deadly-fatal","related",0.548310733726024,0.901
"locked-closed","related",0.645231041814014,0.85
"uncle-dad","related",0.461848997905015,0.75
"grateful-paragraph","unrelated",0.235182366207762,0
"november-december","related",0.689508422533206,0.9
"window-ant","unrelated",0.336949714299173,0
"god-business","unrelated",0.302339278407717,0.1
"surprise-disappointment","related",0.526575196377732,0.4
"prevent-stop","related",0.585382176079252,0.8
"file-unexpectedly","unrelated",0.173188741286805,0
"jazz-music","related",0.496946669541785,0.9
"rest-batman","unrelated",0.243944771046394,0.05
"mercenary-sand","unrelated",0.22843875064787,0.05
"imperial-laugh","unrelated",0.123281852939417,0
"freedom-democracy","related",0.504671422555956,0.834
"toast-army","unrelated",0.139658785264244,0.1
"cup-worthless","unrelated",0.225106672453198,0
"advice-advise","related",0.814856708059042,0.8
"probability-prepare","unrelated",0.3397659552364,0.142
"iron-selfish","unrelated",0.231416387281896,0
"gang-fantasy","unrelated",0.221659124465911,0.115
"factory-production","related",0.601432755797729,0.875
"cream-evening","unrelated",0.283301067883123,0.112
"naive-week","unrelated",0.153521433271938,0
"planet-orbit","related",0.571700905996329,0.827
"mother-father","related",0.737134441088518,1
"operational-beautiful","unrelated",0.227382436890307,0
"half-resist","unrelated",0.232573712408694,0
"balance-harmony","related",0.444904023254642,0.754
"loser-winner","related",0.454737991564415,0.8
"jurisdiction-onion","unrelated",0.0913707576979589,0
"increase-alley","unrelated",0.289580343716378,0.078
"check-verify","related",0.715599103514488,0.823
"zoo-circus","related",0.424830120923037,0.65
"preparation-planning","related",0.598962491518308,0.8
"concrete-witch","unrelated",0.0978066250233874,0.15
"dancer-dance","related",0.638613125117286,0.8
"plus-weapon","unrelated",0.304210826557441,0.1
"desert-financing","unrelated",0.128735090305266,0.05
"refugee-up","unrelated",0.229003621623661,0
"refuse-high","unrelated",0.16065095703078,0
"cough-fever","related",0.377429195905162,0.8
"paranoid-maid","unrelated",0.170531562441579,0.1
"see-meet","related",0.493547409925236,0.234
"horror-believe","unrelated",0.212000162340182,0.134
"speech-full","unrelated",0.296746765585059,0.1
"catholic-christian","related",0.632519063829168,0.873
"observation-evaluation","related",0.618567135376363,0.73
"paint-adrenaline","unrelated",0.202041034674647,0
"cinema-easy","unrelated",0.198265496912953,0.1
"command-bird","unrelated",0.243751841012231,0.005
"smoke-cigar","related",0.509846170394697,0.8
"wonderful-fantastic","related",0.695513089000283,0.9
"demand-request","related",0.655008945164093,0.875
"cream-sauce","related",0.336828808583191,0.593
"golf-committee","unrelated",0.281502904708643,0.112
"divorce-dangerous","unrelated",0.239966471953838,0.1
"tomorrow-morning","related",0.442572331727679,0.654
"smoke-possibility","unrelated",0.264355747892397,0
"simply-simple","related",0.63379165526485,0.9
"antidote-october","unrelated",0.147060953332763,0
"administration-government","related",0.632718989312676,0.842
