"word","zRTMean_related","zRTMean_unrelated","en_cosine_related","en_cosine_unrelated","zRT_Priming_Effect","RelatedCos","DifferenceCos","A.RelatedPrompt","A.DifferencePrompt","Fb.RelatedPrompt","Fb.DifferencePrompt"
"feeling",-0.286558252159368,-0.335177083764191,0.372719334680811,0.143836169093737,-0.0486188316048235,0.45984298014233,0.171476007749072,0.737,0.4865,0.7335,0.5145
"female",-0.596434631918207,-0.410014200654124,0.902065942151173,0.0626356739125715,0.186420431264083,0.800410129021373,0.596812403194752,0.9055,0.801,0.8,0.8
"fence",-0.0338642498061701,-0.0223333796027641,0.541576492906163,0.106730826337077,0.011530870203406,0.419848656362846,0.20450463252906,0.7575,0.6575,0.767,0.767
"festival",-0.197858593895136,-0.0769436733835084,0.55840991341149,0.048774299326343,0.120914920511627,0.585374298090206,0.298920683378569,0.875,0.542,0.87,0.678
"fever",-0.349589045721247,-0.145316991105945,0.511473367683061,0.147345976086767,0.204272054615302,0.377387300626161,0.122795947796148,0.7855,0.6575,0.741,0.641
"fight",-0.265739100801412,-0.305934141967492,0.484072737145509,0.0971819855979212,-0.0401950411660804,0.778681237670433,0.473377371602605,0.8915,0.684,0.9,0.7275
"fighter",-0.193297538164551,-0.154162385462706,0.479433575032097,0.12184146708729,0.039135152701845,0.385116950275298,0.192070412729277,0.802,0.698,0.781,0.7335
"filthy",0.142591557179198,0.417677433546698,0.569098102387029,0.0978496736046042,0.275085876367499,0.623541149441686,0.434409631645229,0.851,0.6435,0.87,0.758
"financial",-0.0587415187840103,0.0153371810701604,0.60323121678195,0.0971956074522356,0.0740786998541706,0.545642717914747,0.21831313141096,0.8635,0.701,0.825,0.719
"financing",0.134316765153662,0.575003406194492,0.577340033354313,0.146537380817729,0.44068664104083,0.577155935076936,0.44842084477167,0.8655,0.793,0.775,0.7275
"find",-0.32358712131928,-0.280734767036953,0.486747382519353,0.143136448003446,0.0428523542823269,0.730086900781318,0.464322705990142,0.8525,0.6865,0.8,0.645
"fingerprint",0.684832613550924,0.109732895141857,0.598090866090427,0.135384201542903,-0.575099718409066,0.318012693477242,0.057940797862706,0.765,0.7425,0.69,0.69
"finish",-0.270315346903587,-0.354927739847208,0.329835249917398,0.14118830824588,-0.0846123929436205,0.750522014264402,0.454840231921177,0.875,0.659,0.883,0.7705
"fish",-0.476739451839662,-0.37678861770751,0.659459815076321,0.144455764665761,0.0999508341321517,0.406105702344426,0.142984681264459,0.885,0.754,0.8875,0.806
"fishing",-0.351233372428166,-0.155456296775085,0.591859398441244,0.148293565919603,0.195777075653081,0.585527900910771,0.421623915038585,0.8055,0.7305,0.7705,0.7705
"flame",-0.357891881897051,-0.193201672198573,0.592164001324015,0.131252508647785,0.164690209698478,0.595593776649943,0.295500149847985,0.907,0.8145,0.9,0.793
"fleet",0.00460851146949177,0.388786877872712,0.511790519873094,0.125325148445771,0.384178366403221,0.41828792641929,0.254751246492697,0.8615,0.764,0.8375,0.7125
"flight",-0.304505453879616,-0.129610001982535,0.483001947404828,0.136070295111551,0.174895451897081,0.536706216786345,0.185976789340795,0.872,0.657,0.784,0.678
"flour",-0.243370991798903,-0.24301165029423,0.573024015593614,0.0700742216695328,0.000359341504673566,0.549279220057737,0.418126148758227,0.8935,0.82,0.8725,0.8725
"flower",-0.46500688089131,-0.38479601190172,0.551056988444198,0.120349381765836,0.0802108689895893,0.53995848807933,0.359611302744305,0.8615,0.7615,0.875,0.85
"fluid",-0.334085593478635,-0.155950704139839,0.610991528652162,0.0837349352849557,0.178134889338796,0.765279637895496,0.555899422564736,0.8835,0.7275,0.95,0.8775
"fly",-0.257053063800836,-0.332463433639654,0.293834222409455,0.107747862708557,-0.0754103698388178,0.16396384654915,-0.155319381746732,0.226,0.061,0.1,-0.021
"fog",-0.0290823993152476,0.0377309381904805,0.535590574661397,0.142126520610669,0.0668133375057281,0.478441373777839,0.188042276480574,0.8395,0.6685,0.841,0.796
"football",-0.483789468584155,-0.220458370254807,0.774359519435069,0.111144868180744,0.263331098329348,0.524109658365696,0.163962184117545,0.806,0.6685,0.86,0.748
"force",-0.214311583274501,-0.124645560244281,0.488051927558723,0.119473202266644,0.0896660230302198,0.53635611027232,0.23960018427849,0.8045,0.5595,0.8115,0.6055
"forest",-0.314247451206846,-0.0139574177841845,0.673271417622685,0.146327732972182,0.300290033422661,0.484710150554558,0.154426321804957,0.882,0.7695,0.897,0.841
"forever",-0.279937710171476,-0.321983077318587,0.48700459218081,0.0849497912109756,-0.0420453671471109,0.685627487326995,0.551413360941123,0.871,0.775,0.9,0.9
"fork",-0.402688187849014,-0.0987461572364682,0.640320727820211,0.117893918815408,0.303942030612546,0.395112389330493,-0.111235847910437,0.886,0.779,0.875,0.802
"four",-0.543245298895747,-0.144578956324626,0.769696325941065,0.140948436375673,0.398666342571122,0.669028505666091,0.463812145124544,0.2245,0.138,0.0835,0.0835
"fourth",-0.373765267966178,-0.0273341853097165,0.878503076047423,0.0767814803070956,0.346431082656461,0.611279763858299,0.361375670044339,0.772,0.572,0.107,0.032
"fraud",0.230849240576097,0.158263484602918,0.539999249968443,0.124784134623884,-0.0725857559731784,0.44861170320743,0.219268299162025,0.769,0.694,0.75,0.7275
"free",-0.499994658696882,-0.365021213110642,0.490401543216359,0.124480590711971,0.13497344558624,0.579809358094896,0.314392657184406,0.732,0.527,0.625,0.519
"freeze",-0.355074636134492,-0.226052990508923,0.562428428488673,0.0886565375822639,0.129021645625569,0.420427206205539,0.313268782749136,0.837,0.737,0.7925,0.77
"french",-0.349578469208181,-0.194847614478815,0.687750321425014,0.0750764611539722,0.154730854729365,0.456319614932627,0.185872864633621,0.7585,0.5245,0.25,0.129
"friend",-0.251001660233378,-0.172894620124041,0.68992548174718,0.112346249583984,0.0781070401093361,0.460782270150554,0.124325710106254,0.662,0.4855,0.666,0.514
"friendly",-0.345029923136866,-0.381230804042504,0.598262940453893,0.104645416584875,-0.0362008809056387,0.484960749720314,0.275981878440708,0.753,0.6135,0.6505,0.6505
"friendship",-0.286340841693716,-0.153434882606701,0.678282663706574,0.0457195720801439,0.132905959087014,0.535720634211658,0.262886902675552,0.8275,0.7025,0.836,0.7175
"frighten",0.16026942769794,0.37201955579205,0.811495790204383,0.120772087855983,0.21175012809411,0.763565011367315,0.518214547851196,0.876,0.631,0.8,0.637
"fruit",-0.457704228131933,-0.303768713210339,0.561813375713105,0.143295068618165,0.153935514921594,0.528145009133852,0.298521876892559,0.919,0.869,0.9,0.9
"fuel",-0.315586269805108,-0.0340600415863863,0.57964048756334,0.093353625950698,0.281526228218722,0.596234844054188,0.30712088976639,0.898,0.7795,0.875,0.775
"fugitive",0.36922771836079,0.767823801599077,0.384098937359565,0.124663888599136,0.398596083238287,0.547600358222986,0.366924132917763,0.665,0.47,0.577,0.483
"full",-0.407121440148007,-0.28370745719172,0.445434104381791,0.143702469144299,0.123413982956287,0.542904554538116,0.246140200208359,0.846,0.6385,0.445,0.339
"functional",-0.16321829463682,0.0649929986935172,0.539473277629745,0.0510633735725402,0.228211293330338,0.533128283273015,0.180943748529111,0.7335,0.5335,0.75,0.592
"funding",-0.0862120877533041,0.0205657140179699,0.567295669104522,0.0670035266143671,0.106777801771274,0.518911513859262,0.32581474784389,0.8685,0.708,0.8225,0.7165
"funeral",-0.222628779146769,-0.180975758236912,0.535292646313126,0.0956489714070151,0.0416530209098566,0.540467044029838,0.360278121582982,0.871,0.761,0.875,0.8275
"funny",-0.389016210859667,-0.463517959804122,0.521396038862323,0.136179559774229,-0.0745017489444547,0.662745611704181,0.450807084394811,0.846,0.7285,0.85,0.85
"galaxy",-0.181802320746868,0.00377093980117573,0.737669020039338,0.122660587188476,0.185573260548044,0.501413521555681,0.291488060925795,0.861,0.7375,0.85,0.75
"game",-0.54979586870001,-0.509399759657502,0.581503435525468,0.123244335624023,0.0403961090425079,0.620132507619665,0.266946265770829,0.8985,0.676,0.875,0.744
"garage",-0.136543446389863,-0.0466451111077893,0.493277260209936,0.148833918770251,0.0898983352820739,0.402097223087257,0.123393642599068,0.692,0.6075,0.67,0.62
"garbage",-0.157436904267419,-0.198187305895683,0.863375853052045,0.117245579497916,-0.0407504016282638,0.594070900964478,0.369944730035456,1,0.9125,1,0.925
"gate",-0.192290659773637,0.0654904357614137,0.53204442247834,0.0420397652765869,0.257781095535051,0.568065758748724,0.335883899558522,0.7245,0.676,0.725,0.7
"gather",-0.111367100970473,-0.0266055819227648,0.527718327688725,0.122033294828393,0.0847615190477083,0.853197465617905,0.619749862766179,0.885,0.8115,0.856,0.75
"gay",-0.345072579099163,-0.0265929500904912,0.701589139141864,0.103818440088683,0.318479629008672,0.546789245274632,0.390959683249266,0.935,0.7275,0.9,0.75
"generally",-0.261520190768602,-0.0640824825002961,0.492721950987151,0.147182971448016,0.197437708268306,0.470288539796435,0.215426062413686,0.2,0.1,0.106,0.106
"generous",-0.0269030377517899,0.0460576379262459,0.616271300723808,0.0907679354499075,0.0729606756780357,0.526644308708462,0.306174515427202,0.743,0.6255,0.7945,0.7945
"gentle",-0.241275867844287,-0.16890546442451,0.58219795752301,0.140566243227701,0.0723704034197771,0.538514806104445,0.343552919842207,0.758,0.593,0.8,0.8
"gift",-0.289017973410533,-0.4018857631903,0.45601785582336,0.11811242001621,-0.112867789779767,0.402422386973434,0.104687651811282,0.708,0.483,0.6385,0.5265
"girls",-0.648796248227761,-0.315800519205676,0.790156025889353,0.119880117151873,0.332995729022085,0.718709153529932,0.544941504221387,0.911,0.865,0.9,0.85
"give",-0.443451418127813,-0.242519284951668,0.426248836569201,0.142258127104853,0.200932133176145,0.644926236038655,0.334502764954795,0.775,0.6525,0.8625,0.8375
"global",-0.240757659017803,-0.0465490114249767,0.518896099679657,0.0724690493045237,0.194208647592826,0.494809133741689,0.310935194828913,0.752,0.6795,0.671,0.571
"glory",-0.406453780710525,-0.0541425262799694,0.585754932437654,0.0940404301446668,0.352311254430556,0.729224441184231,0.464278932033401,0.8535,0.699,0.825,0.713
"go",-0.404877534121079,-0.378865608312676,0.349466318508558,0.0965221165265103,0.0260119258084038,0.485391115995808,0.156996979058993,0.7125,0.545,0.589,0.489
"gorilla",-0.161032497410589,0.161063642835378,0.615054483616625,0.112642259341485,0.322096140245967,0.539723914924777,0.389428330882766,0.873,0.828,0.9,0.9
"government",-0.0299744702832426,0.0921388773407725,0.640263573340592,0.144672518240421,0.122113347624015,0.632705991240019,0.389840843617554,0.863,0.651,0.857,0.751
"graduate",-0.270676850489881,0.0499894140198681,0.598991278268271,0.107359206657162,0.320666264509749,0.471961852062209,0.346283993824366,0.85,0.694,0.807,0.695
"gram",0.200948477205133,0.562797607090674,0.545429712707807,0.0911331986232767,0.361849129885541,0.390502524394973,0.175279538771695,0.912,0.8615,0.9,0.9
"grandmother",-0.290562368441877,0.0838153264089237,0.741870120237993,0.0800912081569139,0.374377694850801,0.84478008791575,0.680850540367689,0.9905,0.862,1,0.903
"gratitude",0.10061586455864,0.243332064069951,0.536103818313726,0.109800487822322,0.142716199511311,0.397922243018337,0.053879973551702,0.618,0.4055,0.4,0.2375
"great",-0.364482199479091,-0.341628441197585,0.490681639248589,0.0997234318022211,0.0228537582815062,0.554287467550149,0.241298615242221,0.8965,0.7785,0.85,0.8
"greek",-0.214645833011922,-0.0359296257545189,0.58526688317997,0.0231935546409099,0.178716207257403,0.388907016886034,0.158196960330742,0.798,0.6685,0.8,0.694
"greet",0.030046473943724,-0.171264187821407,0.421725358983484,0.114564156308716,-0.201310661765131,0.551083712036377,0.322934205882738,0.746,0.6735,0.6835,0.6835
"group",-0.34358864867593,-0.362881545195711,0.51252609775904,0.144539956699927,-0.0192928965197816,0.584591881733713,0.360767944789914,0.737,0.4595,0.737,0.508
"guilty",-0.203721031927876,-0.1359010454016,0.547932429940545,0.0444247628947606,0.0678199865262769,0.546338807778854,0.306544726240734,0.821,0.766,0.838,0.838
"guitar",-0.300219709807857,-0.140897194658302,0.693877613489471,0.129930358112713,0.159322515149555,0.595473096059381,0.312488857198916,0.8045,0.582,0.8375,0.7255
"gun",-0.329815290050626,-0.0874895251001585,0.752534222804569,0.140438007711444,0.242325764950468,0.540124578879616,0.273860976159129,0.925,0.696,0.925,0.795
"hallucination",0.538255387986194,0.700709489823163,0.454161245108104,0.11756516820964,0.162454101836969,0.482562264726662,0.307127248090943,0.786,0.6885,0.8785,0.798
"hamburger",-0.0663142176095802,0.204770528957613,0.619612489436052,0.129312410379238,0.271084746567194,0.525478797486773,0.363854115909726,0.8735,0.801,0.85,0.825
"hammer",-0.0150597800227421,-0.00173490498527857,0.384557098388324,0.147374224519192,0.0133248750374635,0.447353479310537,0.145675102143637,0.654,0.543,0.331,0.256
"handkerchief",1.17128382897801,1.1825485509226,0.530030161713602,0.0872240682959722,0.0112647219445887,0.481726397624687,0.225268926235487,0.87,0.7725,0.805,0.743
"happen",-0.360824846122692,-0.382471986368826,0.613093728653854,0.122244987241921,-0.0216471402461331,0.717233844308825,0.456875856817817,0.8625,0.819,0.85,0.8205
"happy",-0.355239772735335,-0.538903180948195,0.534061298630841,0.0906542171375985,-0.18366340821286,0.610930511223276,0.4026620981357,0.866,0.5835,0.8615,0.744
"harbor",0.180391159358485,0.368655236093838,0.5574136576649,0.145856057914801,0.188264076735353,0.426963958705874,0.278832768935761,0.858,0.813,0.826,0.776
"hard",-0.441394117316685,-0.445363959191786,0.631515139036883,0.112701533376288,-0.00396984187510058,0.618079567529886,0.359051423011192,0.863,0.618,0.825,0.719
"harmony",-0.0806475584537482,0.0211306201082666,0.481745973323992,0.0822271410558886,0.101778178562015,0.444904023254642,0.220571246658827,0.748,0.6695,0.756,0.65
"hat",-0.362765950949841,-0.103071632446131,0.557678602873406,0.140542882659243,0.25969431850371,0.389945225501989,0.035059629743303,0.698,0.6215,0.733,0.673
"headquarters",0.417847173947444,0.441493682614335,0.463447315807511,0.134418891555869,0.0236465086668903,0.382436199014117,0.126626438777176,0.259,0.014,0.2075,0.055
"heal",-0.215437091337318,-0.0883284448877221,0.509327964976828,0.123724660235826,0.127108646449596,0.467971732362619,0.269251968845058,0.872,0.7,0.8725,0.7225
"hear",-0.43744372516168,-0.264020942984218,0.528385515404746,0.136225717847102,0.173422782177461,0.687608814536353,0.400715679410527,0.8595,0.747,0.8375,0.7815
"heavenly",0.0829569189312698,0.155811265332965,0.467624424073442,0.0901291934562605,0.072854346401695,0.360385400446608,0.071763309614302,0.707,0.5495,0.4495,0.3375
"heavily",-0.180664651483701,-0.106342090253266,0.487274301444657,0.119294004513545,0.0743225612304351,0.663943042419807,0.397044632019889,0.15,0.15,0,0
"height",-0.47609741225405,-0.303761149477815,0.498043137051691,0.135179608037921,0.172336262776235,0.528215790255105,0.33202683004618,0.782,0.651,0.527,0.527
"helicopter",-0.0811361445030029,0.0255867928014715,0.525793511490785,0.108888500912266,0.106722937304474,0.463631260738405,0.236117942104701,0.7125,0.4975,0.577,0.4835
"hell",-0.246901306056261,-0.344995404934236,0.315815985277787,0.097663575164263,-0.0980940988779744,0.40330630647437,0.045549782731513,0.797,0.697,0.775,0.775
"heroin",-0.0747057780113,0.55273013465602,0.848855455042434,0.0729978835943871,0.62743591266732,0.632421924779244,0.460295293137219,0.925,0.883,0.9,0.9
"hide",-0.324677796496898,-0.280477882897877,0.382016986507652,0.0289197369805325,0.0441999135990211,0.555151167312862,0.2067618687633,0.6595,0.5595,0.7125,0.6065
"high",-0.465135471845454,-0.34692558324197,0.700833541066792,0.105386281727663,0.118209888603484,0.638985450424361,0.478261104117419,0.806,0.731,0.2,0.2
"highness",0.0412567488019935,0.139447428586774,0.732041025229354,0.0386990602234323,0.0981906797847801,0.560847580881642,0.424048725528925,0.851,0.8235,0.85,0.8
"highway",-0.130772202611606,-0.0487555750748316,0.754323923391167,0.0276688040578033,0.082016627536774,0.540551212962569,0.309631313540558,0.892,0.8195,0.8875,0.8875
"hiv",0.759081102382396,0.966733698359508,0.737660541691828,0.143453608469453,0.207652595977112,0.692435342427872,0.496152828446985,0.901,0.776,0.9,0.8
"hole",-0.284688132040367,-0.248197565048719,0.288494744337148,0.103621967133948,0.0364905669916483,0.336291713401095,0.072476520468781,0.748,0.667,0.6355,0.6045
"holiday",-0.378393716495971,-0.25952651700393,0.647559555887979,0.0957984765734992,0.118867199492041,0.49189533933793,0.288921380573487,0.8465,0.4845,0.827,0.5495
"honest",-0.421599683392137,-0.380224353741696,0.436838973442388,0.0688258404290538,0.0413753296504417,0.454781139209994,0.205947673157971,0.759,0.68,0.8,0.8
"honesty",-0.354157494676363,-0.303828019822779,0.615488730882012,0.0882124615767323,0.050329474853584,0.493749972454934,0.243761491105017,0.748,0.518,0.6035,0.4475
"honor",-0.187605826055104,-0.0557106680887414,0.564637670525613,0.120415270407268,0.131895157966363,0.579431623219359,0.366683498505843,0.6945,0.6645,0.679,0.679
"horrible",-0.389672945466842,-0.270409725330828,0.86582445253214,0.0764395565325592,0.119263220136014,0.849541039529439,0.683052482738682,0.861,0.7635,0.9,0.9
"horse",-0.446057805382838,-0.213560596071887,0.597167214455817,0.14618731879442,0.232497209310951,0.545564177265635,0.305465428653156,0.8215,0.7115,0.825,0.7065
"hose",0.0707032998545406,0.289433539982471,0.549741578353645,0.112561954691506,0.218730240127931,0.408993990325898,0.123904028621,0.799,0.6815,0.7465,0.674
"hug",-0.38458594246311,-0.179135876503897,0.720700875221388,0.0584953283688377,0.205450065959213,0.597379150478305,0.3796460434525,0.845,0.739,0.8375,0.714
"huge",-0.158130757971042,-0.293817195274527,0.757912155178366,0.0623804695164078,-0.135686437303485,0.82898205534557,0.588127253163068,0.9185,0.831,0.95,0.95
"human",-0.490800184662129,-0.40474393601519,0.283994905857243,0.0901049099829384,0.0860562486469384,0.704904952460073,0.536579955653099,0.9135,0.1015,0.9445,0.0945
"hundred",-0.396201703749915,-0.0649657397375812,0.848232459555229,0.103668715346009,0.331235964012334,0.666741838906679,0.430927850174133,0.858,0.822,0.922,0.922
"hungry",-0.336334786838804,-0.316971152014446,0.5248058101263,0.0300838625743623,0.0193636348243573,0.482957506121771,0.275482305950705,0.6345,0.5535,0.2525,0.2525
"hydrogen",0.00145530641791745,0.381941886894561,0.682003219492163,0.148779454583545,0.380486580476643,0.429329706114177,0.169402811676233,0.8735,0.8285,0.8695,0.8445
"idiot",-0.242765403444878,-0.118597530489622,0.635704999553605,0.147160450049217,0.124167872955256,0.632184844150934,0.375735986532343,0.8885,0.815,0.855,0.766
"importance",-0.040144543899163,0.226528351528359,0.424063639204636,0.0959371587167485,0.266672895427522,0.449906313258761,0.287304719094765,0.707,0.5445,0.605,0.505
"important",-0.230852393939486,-0.112643501089004,0.55785668569409,0.10921857078537,0.118208892850482,0.482257848371573,0.318206745577394,0.772,0.671,0.806,0.806
"impress",-0.0945725305509206,-0.0269005833419792,0.526145426468897,0.0601427383792296,0.0676719472089414,0.44297681058844,0.256926141183372,0.6035,0.501,0.4165,0.4165
"imprisonment",0.646508819586313,0.9572365198544,0.481576281860741,0.0893509938419516,0.310727700268086,0.484303319235788,0.306111084961413,0.7625,0.689,0.7435,0.6685
"improvement",0.0154417700485668,0.181204989524774,0.377234796367183,0.139795381473629,0.165763219476208,0.435789419410184,0.254478907970695,0.748,0.633,0.748,0.667
"income",-0.246333048083456,-0.120301207449255,0.498616637245402,0.0772265670364077,0.126031840634202,0.689305221925054,0.364787221599419,0.86,0.734,0.825,0.769
"indicate",0.435604211969117,0.366963702097805,0.253999250463751,0.144345605182506,-0.0686405098713122,0.410029657073309,0.095991115019064,0.2785,0.1785,0.2085,0.2085
"individual",-0.13224987012965,-0.0600456445068689,0.480443921156111,0.118691214370977,0.0722042256227808,0.729761898324173,0.483231654288426,0.905,0.7375,0.9,0.794
"infection",-0.136392641234541,0.0620249916145147,0.611696581810612,0.132398457180597,0.198417632849056,0.53377617387818,0.378385132082581,0.8835,0.822,0.862,0.8145
"inform",-0.0547214081695042,0.0219616225198719,0.464784204714765,-0.0191844399776109,0.0766830306893761,0.535328238782794,0.320749668218388,0.6475,0.5315,0.2065,0.2065
"informant",0.690760435831197,0.752542814978644,0.367106437441696,0.135162158306485,0.0617823791474473,0.314236903045297,0.096184057059379,0.5685,0.331,0.55,0.489
"information",-0.0626574977363478,0.0597957825416888,0.651174136118283,0.122782872071305,0.122453280278037,0.581441784859539,0.381264337263978,0.888,0.7545,0.889,0.8015
"inherit",0.310042196724012,0.611283399897589,0.333666363983474,0.131593672113459,0.301241203173577,0.528347960021372,0.291718880819784,0.692,0.4635,0.739,0.583
"injection",0.116178505153388,0.00937580980752411,0.609825445127326,0.112206247329704,-0.106802695345864,0.50386332728642,0.264597828202299,0.8625,0.773,0.769,0.719
"injury",-0.147116470900319,-0.157672238704015,0.568742926015429,0.0844277318162768,-0.0105557678036963,0.572080533706049,0.353938170986566,0.8625,0.7,0.875,0.7685
"insect",-0.155995953741672,0.200393885581728,0.587797652927968,0.119331336209196,0.3563898393234,0.515294306465861,0.326163613927193,0.8585,0.8085,0.8,0.7995
"inside",-0.403888860869809,-0.309508423007885,0.64580357263289,0.114804064349647,0.0943804378619244,0.657014402450251,0.37260883973824,0.7845,0.6605,0.1,0.0275
"inspection",0.0707059485199752,0.277850517702086,0.640783796333817,0.0567446379529019,0.207144569182111,0.577369180519154,0.353529712946429,0.757,0.627,0.7575,0.66
"inspiration",-0.0703338441754523,0.129069907979815,0.596069066113617,0.115669274958458,0.199403752155268,0.729211498112883,0.51208626627474,0.85,0.694,0.8325,0.72
"instrument",0.0109071208060434,0.0894556859225055,0.536099171787783,0.132331529495607,0.0785485651164621,0.674292621191302,0.227192609825634,0.8745,0.642,0.8875,0.7315
"intelligent",0.031741094814365,0.080722894047251,0.647695763715248,0.0757358438067031,0.048981799232886,0.566727669416935,0.318089944278649,0.956,0.896,1,1
"intention",0.0405074724861786,0.248948907015241,0.540449601162353,0.138461281718382,0.208441434529063,0.49569555488517,0.258064782060572,0.8465,0.799,0.827,0.827
"intentionally",0.187114236482201,0.454865520846232,0.579188820690093,0.111472597232243,0.26775128436403,0.614205024204018,0.323488405171946,0.7825,0.7825,0.727,0.727
"interesting",-0.184705291163965,-0.0918660692254454,0.712312729674772,0.138357045450611,0.0928392219385193,0.480107018006381,0.16430707448354,0.827,0.677,0.775,0.775
"intimate",0.224825788098756,0.604127111796105,0.473357621784249,0.0329021010745652,0.37930132369735,0.532240900531031,0.309587534171402,0.7405,0.7045,0.731,0.731
"intuition",0.264583448659861,0.586858979084566,0.669988721139346,0.0837023774456183,0.322275530424705,0.665441154233648,0.544463983039923,0.787,0.557,0.8,0.688
"invest",-0.0896924676230496,0.00230350172084767,0.543969125426354,0.141972109281645,0.0919959693438972,0.537204397901174,0.152975822347945,0.787,0.512,0.732,0.5785
"investigate",0.126496934094201,0.162068805755656,0.555951978450777,0.141824108270471,0.0355718716614545,0.656036658692971,0.40772218604986,0.8895,0.7355,0.9,0.844
"investigator",0.168186049705216,0.382543034105398,0.500673382583493,0.132530691922031,0.214356984400181,0.535572692516357,0.350563711185646,0.788,0.677,0.741,0.691
"investor",0.0328977894548805,0.200840490994539,0.494191360555242,0.12926709090804,0.167942701539658,0.558844512810467,0.373434095915138,0.8475,0.7365,0.805,0.7545
"ironic",-0.0429668317700292,0.0494745938687422,0.569893142765612,0.00450248113517764,0.0924414256387713,0.900426134075498,0.669134400214132,0.875,0.825,0.8,0.8
"irresponsible",0.43422775259181,0.617698403944719,0.553756225896746,0.116252643768903,0.183470651352909,0.469470840087194,0.290070049432606,0.704,0.704,0.7375,0.7375
"jacket",-0.373104412576685,-0.105349629832854,0.794895239851449,0.0720945510142795,0.267754782743831,0.59972093905356,0.313603534122077,0.7995,0.7495,0.838,0.738
"jewel",-0.28383099535378,0.00876153993297516,0.625734609881873,0.124497184398318,0.292592535286755,0.535569110696178,0.326367102828352,0.877,0.7655,0.875,0.7555
"joke",-0.500970095982794,-0.397113781995554,0.407017624759229,0.10719709629096,0.103856313987241,0.499093838142862,0.194187777017563,0.747,0.621,0.752,0.646
"journalist",-0.110417688234594,-0.0321081814454091,0.783917828405736,0.0933322650806456,0.078309506789185,0.743410542754983,0.572777243739151,0.9025,0.6775,0.9,0.794
"joy",-0.325926037428711,-0.355951000068062,0.52488163294334,0.13889318487601,-0.0300249626393516,0.560930197400926,0.282181779401113,0.882,0.748,0.875,0.794
"judge",-0.367009390802595,-0.314775349582017,0.578507173515504,0.142561878520474,0.0522340412205777,0.477852823750462,0.204847775759057,0.8665,0.5215,0.825,0.625
"juice",-0.35667880599311,-0.311564833624768,0.540469557362236,0.120925014025082,0.0451139723683425,0.438637088534245,0.185108686399381,0.777,0.5945,0.8375,0.7315
"juliet",-0.0870951233114394,0.567699908628245,0.865092579742736,0.106367164478972,0.654795031939684,0.66593217767624,0.396145064829975,0.95,0.8375,0.9,0.85
"july",-0.572233295897794,-0.066311042922874,0.698879672410482,0.104309876530366,0.50592225297492,0.744461424927182,0.561537028694904,0.853,0.694,0.85,0.694
"jump",-0.479726537581566,-0.361606295828457,0.549272282850278,0.1158585636305,0.118120241753109,0.420694024751127,0.230180300833109,0.737,0.6895,0.704,0.704
"junior",-0.388250152777309,-0.213923974892059,0.415202444117596,0.0399084033120649,0.174326177885251,0.637104172276633,0.393319211272611,0.8475,0.6375,0.8115,0.6615
"justice",-0.201184519478018,-0.270197089668913,0.460905254323272,0.072471063187949,-0.0690125701908952,0.371456965061564,0.161006727598964,0.7425,0.682,0.8015,0.7715
"keep",-0.384496315847543,-0.195356852712351,0.375994247313599,0.136879298318824,0.189139463135192,0.709267619634205,0.383500925508577,0.8175,0.6105,0.76,0.6715
"kill",-0.223197150301094,-0.153490964493603,0.431975386797419,0.129307794985542,0.0697061858074909,0.434003096619494,0.12551757214244,0.7995,0.6935,0.85,0.725
"king",-0.49949411720161,-0.248888582375841,0.735801977078756,0.124626221212222,0.250605534825769,0.590601528881116,0.399384181540996,0.955,0.8575,0.9,0.8525
"kingdom",-0.191765047039412,-0.164952284793987,0.395710804314398,0.128154344795355,0.0268127622454255,0.51403709898035,0.235513870776174,0.85,0.6725,0.8375,0.7255
"knee",-0.226760588363049,0.19221742261582,0.529989537481308,0.0991595068735234,0.418978010978869,0.471781761750624,0.28953176071727,0.7055,0.6555,0.6225,0.6225
"knew",-0.204825203943105,-0.324952172491136,0.291363441630541,0.146718061069185,-0.120126968548031,0.423311521099493,0.136803967528966,0.2335,0.2335,0.156,0.156
"knife",-0.278926491565592,-0.215903574892889,0.633473764785943,0.125601014335563,0.0630229166727034,0.647972227458824,0.448273804827737,0.857,0.7695,0.825,0.825
"know",-0.502977188206694,-0.413165494523663,0.410886542347288,0.13687048252739,0.089811693683031,0.435483919202606,0.135966149636652,0.333,0.05,0,-0.156
"knowledge",-0.306010534663291,0.0122424639408434,0.466949389502297,0.0990798508752424,0.318252998604135,0.544325057286541,0.296237390240315,0.844,0.759,0.775,0.6965
"lady",-0.494345533525397,-0.316606835642497,0.248345702464489,0.138689418241077,0.1777386978829,0.434764035852233,0.184136030682513,0.8585,0.6535,0.825,0.713
"lake",-0.400036036319564,-0.298399550782944,0.731845410015596,0.133342142411247,0.10163648553662,0.627895733555617,0.323174366372595,0.825,0.7165,0.786,0.7415
"landlord",-0.0196082855144751,0.0533326314022378,0.649400160389415,0.0610504506792059,0.0729409169167129,0.493372797880095,0.0865995942412,0.9105,0.7735,0.85,0.6425
"last",-0.352639575394634,-0.226305471692492,0.62265882915595,0.0939197556258359,0.126334103702142,0.579450165578592,0.137860814585308,0.6285,0.5195,0.206,0.1
"laugh",-0.411907489447427,-0.257546991833287,0.603443360314964,0.0227317272227001,0.15436049761414,0.587938203782809,0.464656350843392,0.8835,0.836,0.825,0.825
