"pair","type","mean_cosine_similarity","mean_prompt_similarity"
"tumor-authority","unrelated",0.196309669375518,0.05
"spy-noon","unrelated",0.302977630406129,0
"federal-bait","unrelated",0.181988319501621,0
"hospital-clinic","related",0.652840621546024,0.85
"phase-period","related",0.590413643448765,0.7945
"record-exercise","unrelated",0.362204398614647,0.134
"garlic-onion","related",0.549202930656089,0.875
"increase-reduce","related",0.543786357047787,0.727
"sandwich-hamburger","related",0.525524276059928,0.85
"colleague-plausible","unrelated",0.247075766920973,0
"month-week","related",0.695033392125966,0.8615
"conversation-discussion","related",0.737499195183475,0.8295
"speech-sermon","related",0.472766965127245,0.743
"two-four","related",0.668945063384078,0.0835
"trap-people","unrelated",0.293968684434798,0.095
"magnetic-order","unrelated",0.254815383979949,0.122
"hair-beard","related",0.480248141356423,0.8
"hold-appreciate","unrelated",0.329387564485173,0.131
"naval-towel","unrelated",0.218953334763631,0.075
"count-bullet","unrelated",0.421616243877024,0.106
"ritual-ceremony","related",0.519887172660486,0.85
"century-decade","related",0.679408913027227,0.8365
"crew-instrument","unrelated",0.447078541518321,0.156
"wait-psychological","unrelated",0.130698208445082,0.106
"illusion-hallucination","related",0.486598374716914,0.8785
"stand-sit","related",0.500208267620896,0.577
"stubborn-selfish","related",0.411752552390338,0.421
"administration-keep","unrelated",0.325738928398359,0.0885
"drop-sip","related",0.322317737031043,0.4045
"zombie-vampire","related",0.596404083803778,0.752
"orchestra-lizard","unrelated",0.202856425460231,0
"grave-accompany","unrelated",0.262157976195756,0
"capacity-pig","unrelated",0.23355003749644,0.05
"physics-mathematics","related",0.506196916036428,0.825
"form-sign","related",0.502807392841976,0.3375
"now-fatal","unrelated",0.2209081670131,0.05
"future-past","related",0.571490898256156,0.8
"creation-defend","unrelated",0.290117620267865,0.1165
"ready-prepare","related",0.664052117431071,0.702
"source-think","unrelated",0.341697031590129,0
"ming-ling","related",0.506593954001636,0.2
"trap-bait","related",0.485770280508344,0.8
"flatter-amount","unrelated",0.213367543185953,0
"cell-stop","unrelated",0.263567366253297,0.0925
"strong-weak","related",0.688608156733583,0.8
"poor-rich","related",0.474776145849779,0.833
"view-work","unrelated",0.332642564451062,0.235
"garlic-closed","unrelated",0.147876541827148,0
"temple-monastery","related",0.551935197112584,0.8305
"fake-false","related",0.580665265238775,0.8
"bind-tie","related",0.556829993393477,0.85
"place-location","related",0.717954252062275,0.95
"sum-amount","related",0.548989572201073,0.905
"groom-sentence","unrelated",0.210350432518154,0
"art-put","unrelated",0.399358702127447,0.1
"ready-different","unrelated",0.327359560138661,0
"amateur-professional","related",0.453462899696712,0.7
"unit-marriage","unrelated",0.300289904917107,0.116
"just-assistance","unrelated",0.317549542103212,0.05
"change-fourth","unrelated",0.249883931306618,0.075
"number-education","unrelated",0.197841645446792,0.2075
"operational-functional","related",0.53314379588668,0.75
"nail-politics","unrelated",0.233025223306355,0
"manager-boss","related",0.635789963899467,0.8375
"reading-writing","related",0.57072550603638,0.8735
"snack-lunch","related",0.567525314125118,0.714
"chance-possibility","related",0.636607540357681,0.8285
"resignation-refresh","unrelated",0.28895988381364,0.112
"fall-musician","unrelated",0.235702250454345,0.1
"already-still","related",0.441955593587178,0.125
"eliminate-remove","related",0.622312643494712,0.886
"matter-particle","related",0.617798815225849,0.8335
"treasure-wealth","related",0.48827659709316,0.8
"gesture-act","related",0.500215181291612,0.7285
"sofa-bright","unrelated",0.200752075924138,0
"alcohol-drug","related",0.394460116578514,0.8125
"air-oxygen","related",0.338757921336984,0.8875
"swallow-yesterday","unrelated",0.193939374582797,0.0515
"washington-boston","related",0.410490507765151,0.6255
"courage-determination","related",0.450407747361285,0.836
"body-financial","unrelated",0.327314496880697,0.106
"oven-stove","related",0.50922204859031,0.8875
"sober-wide","unrelated",0.245019091715466,0
"kiss-fraud","unrelated",0.229327573523151,0.0225
"liquid-apartment","unrelated",0.223894016052699,0.081
"hanging-entrepreneur","unrelated",0.150795431884796,0.1
"ming-knee","unrelated",0.182250806802483,0
"hearing-trial","related",0.355501405039167,0.205
"double-unique","unrelated",0.437545356196976,0.1375
"finger-thumb","related",0.689599898241101,0.9
"injustice-unfair","related",0.588478452396063,0.8225
"monkey-period","unrelated",0.240209531460655,0
"key-destruction","unrelated",0.203927410877575,0.1185
"screen-monitor","related",0.603344761571054,0.875
"brown-blue","related",0.539738384291319,0.1125
"network-fight","unrelated",0.30536587971806,0.1725
"cement-world","unrelated",0.222056927748993,0.182
"nasty-filthy","related",0.623543739190409,0.87
"refugee-fugitive","related",0.547623677863386,0.577
"artifact-medallion","related",0.284336818024949,0.4685
"scare-frighten","related",0.763564919094563,0.8
"illegal-legal","related",0.672096220541306,0.9
"war-find","unrelated",0.265721795299019,0.155
"butterfly-bird","related",0.4908714704828,0.4025
"alive-dead","related",0.566557297684637,0
"healthy-normal","related",0.510712044331961,0.411
"farmer-worker","related",0.445913082175993,0.706
"arena-teach","unrelated",0.256738770003821,0.112
"coffin-human","unrelated",0.168324996806974,0.85
"surgeon-rich","unrelated",0.183392981621635,0.056
"inspire-speed","unrelated",0.180864677846695,0.106
"suddenly-boston","unrelated",0.223037489031989,0
"candidate-voter","related",0.413092853168925,0.8
"dude-bro","related",0.484154773509228,0.826
"torment-important","unrelated",0.164051102794179,0
"examination-beard","unrelated",0.243904826457607,0.0285
"wound-injury","related",0.572152923997546,0.875
"success-station","unrelated",0.277317534854137,0.1215
"patient-client","related",0.629352122703149,0.696
"source-informant","related",0.314280025651415,0.55
"mafia-egg","unrelated",0.179751681789265,0
"respect-confidence","related",0.519903642590392,0.6635
"delicate-sensitive","related",0.627499703557016,0.8
"job-work","related",0.677003526213823,0.8935
"never-arrest","unrelated",0.212143863429327,0
"throat-neck","related",0.55207403418602,0.8
"true-real","related",0.556684256497991,0.8445
"magic-wizard","related",0.635201354615314,0.875
"sweet-cute","related",0.458848132297863,0.512
"accidentally-return","unrelated",0.237297014782914,0
"nightmare-dream","related",0.485830855128482,0.8
"enthusiasm-passion","related",0.604689694224344,0.875
"size-unknown","unrelated",0.298199943279175,0.1
"conclusion-gratitude","unrelated",0.344027405577585,0.1625
"submarine-boat","related",0.489107846848921,0.8185
"anonymous-cancer","unrelated",0.198734554701762,0
"call-telephone","related",0.546308628037634,0.8665
"apple-naked","unrelated",0.208428293020969,0
"profit-income","related",0.689331323989327,0.825
"shoulder-knee","related",0.471802283794441,0.6225
"feed-yellow","unrelated",0.244234077723659,0.056
"contain-president","unrelated",0.21252886251303,0
"doubt-quarter","unrelated",0.324089037810252,0.1
"chicken-advise","unrelated",0.204030756763183,0
"read-office","unrelated",0.243225717816912,0.131
"horror-fear","related",0.500132849693076,0.85
"number-address","related",0.421371421601219,0.2075
"chemical-abdominal","unrelated",0.198314815435694,0.156
"bonus-reward","related",0.653340762714784,0.835
"goose-heavily","unrelated",0.266859124306841,0
"cook-chef","related",0.551286905247972,0.9
"contamination-investor","unrelated",0.185394135067594,0.0505
"paper-pen","related",0.49392862904896,0.7965
"soup-salad","related",0.436490697611564,0.795
"death-problem","unrelated",0.335227366795938,0.1975
"singer-lieutenant","unrelated",0.243952194813561,0.112
"population-robbery","unrelated",0.236453670115765,0.2075
"reading-spectacular","unrelated",0.251355113963242,0.05
"killer-district","unrelated",0.232072029207144,0.106
"learn-surname","unrelated",0.27714677970694,0.0565
"chemistry-request","unrelated",0.311406008768768,0.1115
"mud-sand","related",0.468662176952291,0.7375
"picture-photo","related",0.788103678754494,0.925
"bind-usual","unrelated",0.252844578863491,0
"late-wolf","unrelated",0.208029779379712,0
"spinal-impress","unrelated",0.186042426323725,0
"pacific-constitution","unrelated",0.191209014034418,0.112
"legion-army","related",0.406559957978399,0.874
"decent-honest","related",0.454781139209994,0.8
"christmas-holiday","related",0.491893817203097,0.827
"stay-remain","related",0.699773283170577,0.9
"lasagna-spaghetti","related",0.562176915477184,0.85
"buy-sell","related",0.669505352803801,0.8
"button-disease","unrelated",0.273479511951076,0
"refuge-shelter","related",0.685475021800166,0.8875
"engineer-architect","related",0.556583552932224,0.777
"grandfather-grandmother","related",0.844788734997536,1
"today-yesterday","related",0.572814912270951,0.825
"preserve-maintain","related",0.588494288469257,0.567
"combination-mixture","related",0.522048433486593,0.875
"fate-bacon","unrelated",0.226667903544512,0
"milk-juice","related",0.438647001889454,0.8375
"freely-there","unrelated",0.340555422220713,0
"roman-reasonable","unrelated",0.284704190254838,0
"population-people","related",0.620827847997673,0.9
"commercial-intuition","unrelated",0.120977171193725,0.112
"jealous-angry","related",0.548881295779656,0.6485
"final-talent","unrelated",0.30774509400648,0.2025
"comment-statement","related",0.377911988008941,0.8
"playboy-magazine","related",0.414039744253637,0.494
"groom-bride","related",0.554703166671225,0.875
"banking-medallion","unrelated",0.144605855012556,0.0785
"potato-tomato","related",0.497048446658711,0.811
"brutal-armor","unrelated",0.297060107089252,0.206
"potential-talent","related",0.494272214204058,0.6745
"listen-hear","related",0.687589264884662,0.8375
"commander-captain","related",0.618130929710319,0.8
"aids-hiv","related",0.692435342427872,0.9
"campaign-cognac","unrelated",0.233468213692422,0.106
"silk-cowboy","unrelated",0.241680714931878,0.0825
"thousand-perfect","unrelated",0.263564355066948,0
"person-fog","unrelated",0.290418678591917,0.045
"anatomy-psychology","related",0.408785278237729,0.5115
"fate-destiny","related",0.682157857693081,0.912
"open-team","unrelated",0.267470919431442,0.106
"suck-satellite","unrelated",0.247306979629117,0
"radio-television","related",0.472152381158666,0.85
"permission-approval","related",0.626027207191601,0.84
"purpose-winter","unrelated",0.262984168046125,0.0725
"secondary-primary","related",0.674490341733632,0.85
"baby-inspiration","unrelated",0.217128494412087,0.1125
"squirrel-book","unrelated",0.213524329624599,0.05
"success-failure","related",0.597581590565912,0.777
"civil-nephew","unrelated",0.23971539311099,0.056
"series-lake","unrelated",0.304675937651685,0.0445
"bush-tree","related",0.32532867716281,0.8
"grandson-nephew","related",0.650867646388227,0.627
"heavy-heavily","related",0.663912645475828,0
"gas-physical","unrelated",0.350289021942578,0.125
"describe-lick","unrelated",0.37902514546307,0.0625
"meaning-chocolate","unrelated",0.213860871990645,0.0615
"sky-funny","unrelated",0.211931915598219,0
"sugar-chocolate","related",0.485572192110848,0.855
"sad-transmitter","unrelated",0.150492460112853,0
"rodeo-cowboy","related",0.505321735755144,0.8875
"oven-player","unrelated",0.379558482392562,0.058
"grandson-bus","unrelated",0.244039892379968,0.0225
"shine-bright","related",0.71255329974202,0.799
"teenage-excited","unrelated",0.293510368544109,0.056
"allow-hell","unrelated",0.357775016382917,0
"needle-creativity","unrelated",0.193967802117445,0.075
"symptom-syndrome","related",0.592520051739148,0.8285
"nerve-muscle","related",0.408598076788151,0.743
"fashionable-elegant","related",0.528960076382803,0.7995
"tear-truck","unrelated",0.277487377693672,0.0125
"scratch-bruise","related",0.423871825937523,0.7295
"anchor-america","unrelated",0.274395412432911,0.075
"mercenary-assassin","related",0.387877944648633,0.8375
"album-song","related",0.522486528438601,0.8625
"college-university","related",0.581227731360844,0.9
"commission-committee","related",0.645153388459686,0.793
"screen-early","unrelated",0.23445697042683,0.106
"experiment-pathetic","unrelated",0.183797985694072,0.1
"result-stove","unrelated",0.241462790038277,0.1
"suffering-engine","unrelated",0.214211049525602,0
"distance-press","unrelated",0.248772083340532,0.107
"picnic-camping","related",0.472303552866742,0.75
"positive-galaxy","unrelated",0.209913047692729,0.1
"down-game","unrelated",0.35320884005775,0.131
"daddy-production","unrelated",0.219150682445503,0.1
"eternal-forever","related",0.685654351357626,0.9
"horn-whistle","related",0.318200370569123,0.771
"first-last","related",0.579457655205049,0.206
"victim-attacker","related",0.478411688378633,0.8545
"apple-fruit","related",0.528145009133852,0.9
"paper-danger","unrelated",0.234060909316496,0.075
"see-epidemic","unrelated",0.256623857312015,0.081
"wait-expect","related",0.434123485328871,0.525
"dictionary-phrase","related",0.510794111502892,0.5145
"nap-sabotage","unrelated",0.216785092503321,0.075
"wine-champagne","related",0.518087072946302,0.9
"security-simple","unrelated",0.393506968279672,0.1065
"romeo-content","unrelated",0.160638360622629,0.106
"brain-cerebral","related",0.524044423481264,0.825
"complaint-accusation","related",0.576401550495341,0.768
"internet-challenge","unrelated",0.226050286351317,0.2
"gunpowder-fugitive","unrelated",0.180683806774562,0.094
"arrival-gorilla","unrelated",0.150295584042011,0
"hit-strike","related",0.523685099450728,0.8125
"hot-procedure","unrelated",0.226040466934966,0.1
"decent-device","unrelated",0.347060285998557,0.106
"actually-secure","unrelated",0.279796888856951,0.0915
"federal-state","related",0.392445095256107,0.8
"jungle-injury","unrelated",0.218142362719483,0.1065
"shirt-jacket","related",0.599721942548545,0.838
"espionage-sabotage","related",0.420667070037587,0.701
"platform-station","related",0.484095175236689,0.775
"text-stupidity","unrelated",0.171836892522584,0.056
"sergeant-lieutenant","related",0.590351314114978,0.8375
"ash-greet","unrelated",0.228149506153639,0
"swear-oath","related",0.490988020595145,0.825
"dictionary-sick","unrelated",0.253804563874516,0
"squirrel-raccoon","related",0.570734028133145,0.6395
"witty-funny","related",0.662730696381765,0.85
"club-classic","unrelated",0.441478650598975,0.0825
"satisfied-timer","unrelated",0.236377310662285,0
"lightning-provide","unrelated",0.30965471353952,0
"research-study","related",0.533461005527051,0.8785
"naval-fleet","related",0.418261458068382,0.8375
"college-suitcase","unrelated",0.241406074270527,0.081
"league-salad","unrelated",0.256029341137223,0.075
"floor-greek","unrelated",0.230682751310311,0.106
"matter-negative","unrelated",0.242255963880274,0.117
"hot-cold","related",0.554381806992686,0.8445
"lord-lady","related",0.434764035852233,0.825
"irony-constantly","unrelated",0.216367965352933,0
"punish-arrest","related",0.456711631510928,0.6235
"firmly-strongly","related",0.654182596605163,0.1625
"arena-battlefield","related",0.413186613269426,0.666
"civil-military","related",0.450713166443491,0.741
"waiter-passion","unrelated",0.233080231619407,0.113
"county-necklace","unrelated",0.168839407554068,0.045
"bear-depression","unrelated",0.165669633016118,0.075
"mental-bar","unrelated",0.356104314282844,0.0785
"bravo-alpha","related",0.247357079343054,0.175
"name-title","related",0.671686354885282,0.627
"society-chair","unrelated",0.235297586285983,0.131
"lemonade-soda","related",0.49875726405833,0.811
"alert-wash","unrelated",0.340722413442676,0.105
"shield-armor","related",0.599530187486023,0.8825
"smile-laugh","related",0.587953728344535,0.825
"obstacle-uniform","unrelated",0.277134776394073,0.1
"drop-teacher","unrelated",0.236039775133779,0.106
"forget-syringe","unrelated",0.201701373301011,0.025
"library-museum","related",0.410177074079263,0.6645
"potential-arm","unrelated",0.423057205837858,0.05
"drive-ride","related",0.631824564905198,0.7125
"million-duck","unrelated",0.252235624872832,0
"league-team","related",0.462592650634833,0.8
"whiskey-jump","unrelated",0.190458104058893,0
"cavalry-accent","unrelated",0.239719719036488,0.0725
"champion-four","unrelated",0.205223138505582,0
"teenage-teenager","related",0.888320595564476,0.925
"coach-player","related",0.455195428024368,0.825
"special-unique","related",0.583626471583109,0.806
"status-filthy","unrelated",0.189141108262813,0.112
"beast-nose","unrelated",0.280129895688452,0.0225
"say-guitar","unrelated",0.283005052019602,0.112
"court-judge","related",0.477842119568377,0.825
"turn-rotate","related",0.748107930307351,0.85
"ketchup-party","unrelated",0.268488888686728,0.215
"kilo-intimate","unrelated",0.222668813750163,0
"examine-investigate","related",0.656036658692971,0.9
"evidence-door","unrelated",0.273396922761645,0
"lesbian-location","unrelated",0.236091719854391,0.092
"cash-money","related",0.622288812020137,1
"evolution-cousin","unrelated",0.214313862224841,0.2025
"fragment-piece","related",0.439680564720958,0.8
"bridge-intentionally","unrelated",0.289626334584013,0
"look-likely","unrelated",0.391978431699998,0
"shooter-duty","unrelated",0.234174197226668,0.2075
"natural-group","unrelated",0.223778703926084,0.229
"patience-compassion","related",0.539014695369155,0.694
"tattoo-scar","related",0.383729863404428,0.654
"kidnap-abduct","related",0.718429650084482,1
"offer-accident","unrelated",0.310880152426532,0.1
"burst-explode","related",0.763709813472385,0.847
"taste-smell","related",0.662938666683168,0.8335
"brown-rope","unrelated",0.208696361284974,0.112
"offer-give","related",0.644947978659014,0.8625
"contract-ask","unrelated",0.373686302386325,0.1185
"opening-statue","unrelated",0.162978449639716,0.106
"envelope-hammer","unrelated",0.301645205366413,0.075
"tower-accept","unrelated",0.266730506786137,0
"enable-exaggerate","unrelated",0.306946509554415,0.0725
"cow-pig","related",0.413985441470759,0.825
"here-there","related",0.708607878134362,0.075
"protest-survive","unrelated",0.249358369218793,0.1585
"talk-speak","related",0.62852323775754,0.9
"table-chair","related",0.544049550581432,0.861
"flu-election","unrelated",0.303497238194243,0.006
"delicate-architect","unrelated",0.30223023091391,0.112
"sofa-bed","related",0.463571689589879,0.825
"single-married","related",0.510942967235513,0.8
"slowly-state","unrelated",0.22543552971277,0
"flatter-impress","related",0.44297681058844,0.4165
"current-electricity","related",0.333990701472538,0.817
"jurisdiction-authority","related",0.492574797935886,0.8005
"corner-maintenance","unrelated",0.286175484887065,0.108
"shot-quickly","unrelated",0.341530262929716,0
"kidnap-mistake","unrelated",0.287527051230852,0.131
"kilometer-honor","unrelated",0.212819125418871,0
"briefcase-suitcase","related",0.630000401255165,0.825
"scary-inform","unrelated",0.214578570564406,0
"heavy-vaccine","unrelated",0.1566451129696,0.086
"butterfly-political","unrelated",0.285018887414253,0
"technology-cruel","unrelated",0.195990998905232,0
"kidney-bye","unrelated",0.228299742214002,0
"nobel-tissue","unrelated",0.200749508504135,0.05
"finance-invest","related",0.537177605192474,0.732
"clean-erection","unrelated",0.215299995926124,0.0785
"idea-mirror","unrelated",0.254659394967219,0.101
"melt-fence","unrelated",0.215350515994779,0
"incident-accident","related",0.59037094641581,0.896
"yoga-tunnel","unrelated",0.207475433396327,0.075
"spider-dispute","unrelated",0.193447832696781,0.0225
"concept-definition","related",0.724078203266803,0.8
"proud-heroin","unrelated",0.172130954864016,0
"drama-thick","unrelated",0.294454925845062,0.112
"drink-ling","unrelated",0.394399794478569,0.0865
"maybe-probably","related",0.78093494869949,0.8245
"hello-car","unrelated",0.354322059918865,0
"pacific-atlantic","related",0.581993404742988,0.7945
"bowl-plate","related",0.407824062731988,0.8115
"stamp-clinic","unrelated",0.238577352006123,0.0735
"myth-legend","related",0.389885510634987,0.825
"play-game","related",0.620152822404509,0.875
"charm-sun","unrelated",0.268792300785656,0.1
"soup-entrance","unrelated",0.265642939455338,0.05
"name-functional","unrelated",0.352184534743904,0.158
"deadly-religion","unrelated",0.195412770149413,0.156
"palace-castle","related",0.482380968423659,0.77
"shooter-sniper","related",0.605509394410692,0.8505
"eye-reply","unrelated",0.283023117692004,0.112
"melt-freeze","related",0.42046342643365,0.7925
"ritual-mum","unrelated",0.256669242193641,0.169
"catholic-suggest","unrelated",0.180381078090257,0
"picture-hydrogen","unrelated",0.259926894437944,0.025
"noise-chef","unrelated",0.206120999756216,0.131
"monument-bathroom","unrelated",0.251075875970499,0.061
"admire-appreciate","related",0.658271110830806,0.8
"weight-height","related",0.528219340294223,0.527
"trigger-activate","related",0.597675444390186,0.2125
"submarine-doctor","unrelated",0.217565348744794,0.0785
"section-paragraph","related",0.607277052750381,0.8
"reception-party","related",0.381906803903335,0.7675
"author-actor","related",0.561176436876387,0.5835
"artist-strike","unrelated",0.337036379229209,0.0895
"technology-science","related",0.572536489656782,0.85
"compassionate-generous","related",0.526623855914166,0.7945
"demand-lion","unrelated",0.290527935763582,0
"guarantee-headquarters","unrelated",0.255809760236941,0.1525
"recognize-eventually","unrelated",0.218586094857516,0
"trigger-option","unrelated",0.444257393359897,0.215
"arrange-program","unrelated",0.368819571227027,0.3225
"nanny-importance","unrelated",0.162614738546313,0.1
"nice-lovely","related",0.470498490716869,0.8
"code-password","related",0.434809721454434,0.7945
"pulse-fly","unrelated",0.319222843812768,0.121
"hope-faith","related",0.416164662374005,0.8
"cell-prison","related",0.286597789021991,0.777
"soul-complete","unrelated",0.241588030505039,0.112
"waste-spend","related",0.431923939166484,0.2395
"probability-likely","related",0.638711464000116,0.625
"insult-offend","related",0.613090806832025,0.75
"officially-ventilation","unrelated",0.151999415939187,0
"rule-protocol","related",0.589037766569506,0.7605
"personal-thirst","unrelated",0.193147761304604,0.123
"road-highway","related",0.540525476266158,0.8875
"chicken-turkey","related",0.488062166635204,0.857
"expert-specialist","related",0.612339933277891,0.9
"enemy-opponent","related",0.597705343045146,0.775
"embassy-harmony","unrelated",0.224332776595815,0.106
"impressive-amazing","related",0.610290355030565,0.775
"manager-free","unrelated",0.265459233665877,0.106
"combat-attract","unrelated",0.245990384720713,0
"southern-bride","unrelated",0.257990702764042,0.106
"polite-friendly","related",0.484973983668035,0.6505
"apply-cemetery","unrelated",0.199664552426561,0
"progress-christian","unrelated",0.235136425813292,0.131
"protest-demonstration","related",0.539920785236417,0.9
"occur-dad","unrelated",0.157161360334154,0
"now-know","related",0.435483919202606,0
"escort-accompany","related",0.463694593892098,0.7085
"evil-breakfast","unrelated",0.135658270353167,0
"combination-heal","unrelated",0.198658238073604,0.15
"critical-political","related",0.402010769686707,0.709
"male-dawn","unrelated",0.258228177813597,0.1
"dig-football","unrelated",0.360148325488052,0.112
"naive-cynical","related",0.318984732474287,0.2325
"control-prosecutor","unrelated",0.245930761955671,0.239
"crack-psychology","unrelated",0.178345682606069,0.2
"taxi-limousine","related",0.530963711701911,0.846
"attractive-grandmother","unrelated",0.163941684386831,0.097
"strength-coffee","unrelated",0.253295185005518,0.0765
"meaning-importance","related",0.449924777776713,0.605
"golden-remain","unrelated",0.344437831887981,0.106
"control-manipulate","related",0.520882397341793,0.705
"capsule-realistic","unrelated",0.174310623168874,0
"poet-writer","related",0.429257470860267,0.8625
"astronaut-pilot","related",0.444031078079208,0.5
"reality-fantasy","related",0.447023594608952,0.5875
"smart-intelligent","related",0.566727669416935,1
"colony-federation","related",0.325783893164759,0.5655
"sin-birthday","unrelated",0.265154737929833,0.1
"marathon-snake","unrelated",0.246580668156584,0.0525
"vein-rarely","unrelated",0.208477396146496,0
"lord-privacy","unrelated",0.255182093334888,0.1
"excellent-great","related",0.55425354328375,0.85
"camp-beer","unrelated",0.300082326276119,0.3785
"old-battlefield","unrelated",0.190296406715817,0.106
"presence-spaghetti","unrelated",0.215463950621211,0
"uncomfortable-unpleasant","related",0.749585551838403,0.8615
"ambassador-minister","related",0.479289624570959,0.75
"fix-repair","related",0.720647837160917,0.9
"create-hard","unrelated",0.2590396803126,0.106
"opinion-corpse","unrelated",0.280479041755522,0
"feed-eat","related",0.541067740643939,0.8
"orgasm-erection","related",0.470036821474708,0.7945
"class-school","related",0.510392125528353,0.775
"down-up","related",0.522639171422834,0.1
"night-symbol","unrelated",0.315411850072159,0.169
"smash-break","related",0.50332364568288,0.8
"nasty-thunder","unrelated",0.236522886167646,0.006
"pistol-global","unrelated",0.183873938912776,0.1
"capital-city","related",0.450462691596538,0.8
"tuna-lobster","related",0.406989817111576,0.753
"data-information","related",0.581368185488141,0.889
"shoulder-beauty","unrelated",0.220730038883335,0.13
"report-inform","related",0.535362641573079,0.2065
"journalism-politics","related",0.467184885716258,0.7905
"little-news","unrelated",0.285613770716648,0.112
"diploma-inherit","unrelated",0.236604193293346,0.156
"trophy-medal","related",0.530479997785521,0.85
"gain-win","related",0.568288506835691,0.75
"warm-cool","related",0.496226677004463,0.175
"river-lake","related",0.627895733555617,0.786
"landing-flight","related",0.536724967998617,0.784
"valuable-atmosphere","unrelated",0.114650273841564,0.1625
"advertising-marketing","related",0.607723398521804,0.8875
"worried-height","unrelated",0.196188960208925,0
"lamp-candle","related",0.545797726207205,0.75
"toilet-connection","unrelated",0.237036781779999,0.112
"clan-web","unrelated",0.223697845656908,0.174
"proceed-mayonnaise","unrelated",0.185536247709789,0
"crown-throne","related",0.558116973482479,0.8625
"national-global","related",0.494809133741689,0.671
"record-recording","related",0.664428480179567,0.838
"call-external","unrelated",0.274922518531266,0.112
"front-rear","related",0.60793586823864,0.833
"contamination-radiation","related",0.43365562266988,0.752
"tenant-butt","unrelated",0.302902379575408,0
"war-battle","related",0.640845101418195,0.8635
"workshop-cheek","unrelated",0.219626010895918,0.0255
"round-tooth","unrelated",0.30377988265366,0.225
"attractive-charming","related",0.567904481025062,0.8
"aspirin-orbit","unrelated",0.254154576842448,0.075
"passenger-driver","related",0.518635694516529,0.743
"poet-hole","unrelated",0.263786219930618,0.031
"throat-captain","unrelated",0.219908584660808,0.006
"alert-alarm","related",0.760703790109654,0.8
"forgiveness-pill","unrelated",0.179400347346769,0
"workshop-garage","related",0.402078139471858,0.67
"fair-reasonable","related",0.669766641517628,0.75
"superman-remarkable","unrelated",0.253311763747549,0.075
"inspector-commissioner","related",0.548934258842867,0.677
"suicide-murder","related",0.502001862203727,0.8
"ordinary-usual","related",0.780126947191549,0.8
"princess-prince","related",0.655953484914887,0.9
"cash-destiny","unrelated",0.18575324611955,0.1015
"mouse-photographer","unrelated",0.261892456314811,0.0485
"opening-closure","related",0.561076929099726,0.732
"hobby-cerebral","unrelated",0.189159774952631,0.131
"sword-knife","related",0.648007818485213,0.825
"recover-heal","related",0.468033353491362,0.8725
"marine-navy","related",0.407275890121307,0.775
"hire-rent","related",0.659363432428862,0.8445
"grain-ironic","unrelated",0.231286957901496,0
"mouth-nose","related",0.485504179659043,0.775
"consider-light","unrelated",0.312665192181403,0.056
"lightning-thunder","related",0.683489186079281,0.88
"contract-agreement","related",0.530497391928344,0.882
"racist-performance","unrelated",0.161890425489337,0.1
"push-pull","related",0.698567928117444,0.85
"lie-liar","related",0.567917525941748,0.8875
"health-education","related",0.46423694565096,0.75
"shirt-worry","unrelated",0.240629811628584,0.0225
"necessary-need","related",0.709553260268649,0.825
"kilo-gram","related",0.390434347310164,0.9
"leave-dress","unrelated",0.214526240805218,0.158
"grab-catch","related",0.647743970150027,0.846
"anger-rent","unrelated",0.349911431576631,0.0975
"boot-assistant","unrelated",0.303867756974482,0.112
"show-sailor","unrelated",0.331893029119558,0.106
"anniversary-birthday","related",0.575197067256203,0.85
"near-far","related",0.587622519526909,0.075
"tasty-delicious","related",0.793774988758561,0.95
"lip-writer","unrelated",0.273922029181518,0.0225
"equipment-honest","unrelated",0.248844265509687,0
"factor-junior","unrelated",0.243803969838004,0.15
"deadly-fatal","related",0.548301245470481,0.9005
"locked-closed","related",0.645231041814014,0.85
"uncle-dad","related",0.461867879601663,0.75
"grateful-paragraph","unrelated",0.235152672507628,0
"november-december","related",0.689508422533206,0.9
"window-ant","unrelated",0.336949714299173,0
"god-business","unrelated",0.302339278407717,0.075
"surprise-disappointment","related",0.526575196377732,0.525
"prevent-stop","related",0.585400494680912,0.8
"file-unexpectedly","unrelated",0.173179716307721,0
"jazz-music","related",0.496946669541785,0.9
"rest-batman","unrelated",0.243944771046394,0.05
"mercenary-sand","unrelated",0.228452588189139,0.0475
"imperial-laugh","unrelated",0.123233713374898,0
"freedom-democracy","related",0.504727578606693,0.8285
"toast-army","unrelated",0.139569668369243,0.075
"cup-worthless","unrelated",0.225123114657261,0
"advice-advise","related",0.814856708059042,0.8
"probability-prepare","unrelated",0.339738861014213,0.121
"iron-selfish","unrelated",0.231381216098688,0
"gang-fantasy","unrelated",0.221659124465911,0.0825
"factory-production","related",0.601432755797729,0.8305
"cream-evening","unrelated",0.283327852810174,0.112
"naive-week","unrelated",0.153521433271938,0.025
"planet-orbit","related",0.571700905996329,0.785
"mother-father","related",0.737134441088518,1
"operational-beautiful","unrelated",0.227379654836666,0
"half-resist","unrelated",0.232573712408694,0.056
"balance-harmony","related",0.44496312085738,0.756
"loser-winner","related",0.454736247941119,0.739
"jurisdiction-onion","unrelated",0.0913707576979589,0
"increase-alley","unrelated",0.289628559602943,0.039
"check-verify","related",0.715599103514488,0.8115
"zoo-circus","related",0.424832026194443,0.675
"preparation-planning","related",0.59900661889259,0.8135
